Name  RA   Dec  t0[HJD]  tE[days]    u0    Ibase    Ibase_err
KMT-2021-BLG-1459 17:39:36.87 -25:27:22.32 249394.12410 16.46 0.872 20.00 None
KMT-2021-BLG-1460 17:47:11.91 -24:48:20.88 249391.08664 169.02 0.071 20.00 None
KMT-2021-BLG-1461 17:49:17.16 -22:50:51.22 249389.25384 38.36 0.395 18.87 None
KMT-2021-BLG-1462 18:12:55.98 -26:49:40.19 249401.85931 41.70 0.299 17.98 None
KMT-2021-BLG-1463 18:03:35.49 -25:19:37.16 249387.29040 6.59 0.177 20.00 None
KMT-2021-BLG-1464 18:15:09.29 -23:50:03.98 249429.61190 199.86 0.038 19.50 None
KMT-2021-BLG-1465 17:52:26.83 -22:14:33.61 249413.66404 40.58 0.295 19.07 None
KMT-2021-BLG-1466 17:52:36.19 -30:27:27.79 249407.19043 46.27 0.678 19.93 None
KMT-2021-BLG-1467 17:58:43.04 -31:18:51.08 249438.48686 95.57 0.921 19.83 None
KMT-2021-BLG-1468 17:51:12.52 -31:30:22.97 249388.01701 8.50 0.253 20.00 None
KMT-2021-BLG-1469 17:49:33.27 -29:31:53.11 249389.23884 12.43 0.092 20.00 None
KMT-2021-BLG-1470 17:55:23.45 -28:48:46.08 249398.79679 12.22 0.999 18.27 None
KMT-2021-BLG-1471 17:34:01.86 -29:04:01.60 249400.07202 10.96 0.328 17.95 None
KMT-2021-BLG-1472 17:40:45.81 -27:48:09.22 249387.33726 4.60 0.070 20.00 None
KMT-2021-BLG-1473 17:48:06.26 -32:38:40.27 249402.65718 46.28 0.245 20.00 None
KMT-2021-BLG-1474 17:51:40.52 -34:15:34.96 249448.57228 89.84 0.481 18.59 None
KMT-2021-BLG-1475 17:50:23.77 -29:49:22.40 249401.47206 27.86 0.087 17.68 None
KMT-2021-BLG-1476 17:22:48.76 -30:29:40.31 249402.29577 74.07 0.216 18.37 None
KMT-2021-BLG-1477 17:37:32.05 -29:41:48.37 249390.27666 4.92 0.106 20.00 None
KMT-2021-BLG-1478 17:33:59.55 -29:31:09.70 249426.15283 54.34 0.531 18.36 None
KMT-2021-BLG-1479 17:41:17.96 -24:53:00.10 249396.67522 32.19 0.088 20.00 None
KMT-2021-BLG-1480 17:48:43.72 -32:50:51.68 249441.97057 36.32 0.397 16.61 None
KMT-2021-BLG-1481 17:45:22.52 -33:00:51.98 249393.51580 14.52 0.122 20.00 None
KMT-2021-BLG-1482 17:42:14.87 -26:01:11.50 249394.63357 11.00 0.440 20.00 None
KMT-2021-BLG-1483 17:46:09.55 -24:20:44.45 249392.90724 15.71 0.009 20.00 None
KMT-2021-BLG-1484 18:03:44.28 -31:24:23.40 249395.55698 24.13 0.490 18.68 None
KMT-2021-BLG-1485 17:59:34.53 -32:44:25.01 249390.67414 135.81 0.008 19.61 None
KMT-2021-BLG-1486 17:57:00.37 -31:00:22.10 249393.32753 8.60 0.293 19.24 None
KMT-2021-BLG-1487 17:56:32.11 -31:09:52.60 249384.21791 27.41 0.395 20.00 None
KMT-2021-BLG-1488 17:54:42.41 -32:09:09.79 249399.62524 13.49 0.398 19.24 None
KMT-2021-BLG-1489 17:51:14.06 -32:08:56.00 249403.63017 31.33 0.483 19.74 None
KMT-2021-BLG-1490 17:52:36.49 -28:37:32.05 249395.12517 66.11 0.049 16.61 None
KMT-2021-BLG-1491 17:55:27.74 -30:40:49.12 249394.36586 8.08 0.303 19.77 None
KMT-2021-BLG-1492 17:54:06.29 -31:57:18.50 249391.76170 10.38 0.628 20.00 None
KMT-2021-BLG-1493 17:51:12.70 -28:17:52.87 249405.73197 27.86 0.999 18.91 None
KMT-2021-BLG-1494 17:54:47.21 -28:50:24.14 249393.26362 10.25 0.346 20.00 None
KMT-2021-BLG-1495 17:58:33.47 -27:50:35.92 249401.04050 27.95 0.197 19.96 None
KMT-2021-BLG-1496 18:04:10.88 -28:36:49.90 249428.71844 36.92 0.488 17.76 None
KMT-2021-BLG-1497 18:00:02.52 -28:29:10.28 249395.51863 11.44 0.487 20.00 None
KMT-2021-BLG-1498 17:59:58.55 -28:11:34.30 249395.88101 16.99 0.093 18.72 None
KMT-2021-BLG-1499 18:01:07.22 -31:05:41.39 249392.29380 6.34 0.023 20.00 None
KMT-2021-BLG-1500 17:31:15.32 -30:36:39.92 249386.05782 22.78 0.382 20.00 None
KMT-2021-BLG-1501 17:39:55.95 -26:38:54.28 249435.38627 110.97 0.316 20.00 None
KMT-2021-BLG-1502 17:39:51.40 -27:38:40.70 249393.68226 13.24 0.188 20.00 None
KMT-2021-BLG-1503 17:39:40.81 -23:51:06.73 249396.65292 7.22 0.217 20.00 None
KMT-2021-BLG-1504 17:40:54.69 -24:59:38.11 249396.20662 36.74 0.043 19.36 None
KMT-2021-BLG-1505 17:49:11.36 -33:35:53.70 249397.34426 18.49 0.287 17.94 None
KMT-2021-BLG-1506 17:48:33.70 -33:59:27.71 249396.06035 36.80 0.454 18.91 None
KMT-2021-BLG-1507 17:44:17.52 -26:54:37.55 249392.87386 53.45 0.117 20.00 None
KMT-2021-BLG-1508 17:41:23.67 -27:45:19.08 249393.61792 4.09 0.706 18.57 None
KMT-2021-BLG-1509 17:45:53.00 -25:29:38.33 249430.28154 73.23 0.374 17.61 None
KMT-2021-BLG-1510 17:43:10.99 -25:38:26.56 249394.74771 24.04 0.017 20.00 None
KMT-2021-BLG-1511 17:47:23.20 -23:13:53.80 249399.24806 22.27 0.098 20.00 None
KMT-2021-BLG-1512 17:42:54.84 -23:20:12.77 249393.02362 5.59 0.226 20.00 None
KMT-2021-BLG-1513 17:55:55.44 -32:51:22.39 249459.40195 37.31 0.720 15.26 None
KMT-2021-BLG-1514 17:57:51.09 -34:07:26.80 249396.81465 6.94 0.141 20.00 None
KMT-2021-BLG-1515 17:56:14.43 -33:43:04.19 249395.20951 16.60 0.410 19.94 None
KMT-2021-BLG-1516 17:53:12.86 -33:22:08.80 249393.78580 12.34 0.193 20.00 None
KMT-2021-BLG-1517 17:51:53.41 -33:24:32.36 249413.44522 16.55 0.335 15.07 None
KMT-2021-BLG-1518 18:13:12.54 -25:57:15.52 249409.15617 24.08 0.113 19.88 None
KMT-2021-BLG-1519 18:04:21.33 -32:25:18.59 249426.75601 49.18 0.032 17.95 None
KMT-2021-BLG-1520 18:00:29.48 -32:48:34.60 249399.47143 87.90 0.002 19.32 None
KMT-2021-BLG-1521 18:08:44.98 -26:26:31.70 249393.85913 21.37 0.120 18.97 None
KMT-2021-BLG-1522 18:02:37.02 -25:59:32.06 249395.28829 130.76 0.031 18.92 None
KMT-2021-BLG-1523 17:53:02.69 -31:01:00.91 249392.86489 5.38 0.709 18.95 None
KMT-2021-BLG-1524 17:56:19.69 -28:51:02.41 249412.66187 27.05 0.189 19.22 None
KMT-2021-BLG-1525 17:54:31.53 -28:10:00.73 249395.10161 57.84 0.051 20.00 None
KMT-2021-BLG-1526 17:54:17.30 -30:03:11.92 249392.77146 6.51 0.220 19.97 None
KMT-2021-BLG-1527 18:05:05.88 -27:34:06.10 249392.60654 7.71 0.232 18.52 None
KMT-2021-BLG-1528 17:34:23.01 -27:31:20.42 249397.02835 83.87 0.053 20.00 None
KMT-2021-BLG-1529 17:41:01.85 -23:56:30.55 249406.27589 169.05 0.029 18.34 None
KMT-2021-BLG-1530 17:48:15.05 -32:27:22.32 249398.36076 23.39 0.493 19.76 None
KMT-2021-BLG-1531 17:44:21.96 -26:04:49.73 249403.77025 43.53 0.133 20.00 None
KMT-2021-BLG-1532 17:44:15.82 -23:48:13.79 249393.05024 53.57 0.273 19.27 None
KMT-2021-BLG-1533 17:54:04.42 -35:50:27.20 249394.44891 6.70 0.332 18.68 None
KMT-2021-BLG-1534 18:17:15.62 -26:10:31.69 249402.87250 49.97 0.296 19.41 None
KMT-2021-BLG-1535 18:09:08.51 -29:47:36.71 249411.68448 28.19 0.694 19.25 None
KMT-2021-BLG-1536 18:02:48.29 -31:20:16.51 249400.09016 21.07 0.579 19.46 None
KMT-2021-BLG-1537 17:57:37.82 -31:02:47.51 249397.98775 5.91 0.606 18.72 None
KMT-2021-BLG-1538 18:00:29.56 -29:20:02.40 249396.50054 10.49 0.024 19.39 None
KMT-2021-BLG-1539 17:37:33.84 -35:06:15.62 249402.91979 45.58 0.005 20.00 None
KMT-2021-BLG-1540 17:35:41.64 -28:25:16.07 249392.96362 18.06 0.298 20.00 None
KMT-2021-BLG-1541 17:42:45.88 -27:19:51.42 249394.27454 6.95 0.101 20.00 None
KMT-2021-BLG-1542 17:48:31.79 -24:00:05.83 249409.96322 13.16 0.405 19.60 None
KMT-2021-BLG-1543 17:44:29.32 -24:57:29.34 249396.42410 8.25 0.303 19.84 None
KMT-2021-BLG-1544 17:56:32.90 -32:26:39.59 249398.06371 32.10 0.048 20.00 None
KMT-2021-BLG-1545 18:10:47.98 -26:44:32.10 249408.61066 40.56 0.371 18.90 None
KMT-2021-BLG-1546 18:07:37.05 -28:45:35.71 249396.78211 18.86 0.180 20.00 None
KMT-2021-BLG-1547 18:09:35.90 -29:05:02.18 249407.26474 39.58 0.002 19.09 None
KMT-2021-BLG-1548 18:15:12.22 -29:24:07.88 249454.39457 49.83 0.873 17.25 None
KMT-2021-BLG-1549 17:41:52.04 -34:48:09.14 249473.48858 69.99 0.723 17.18 None
KMT-2021-BLG-1550 17:41:06.36 -34:58:08.22 249455.98495 0.50 0.291 20.00 None
KMT-2021-BLG-1551 17:50:49.07 -23:34:50.38 249394.41826 17.60 0.049 20.00 None
KMT-2021-BLG-1552 17:56:36.96 -31:48:46.19 249400.04745 11.45 0.431 20.00 None
KMT-2021-BLG-1553 17:55:54.97 -31:32:07.01 249391.82804 192.99 0.015 19.41 None
KMT-2021-BLG-1554 17:51:12.82 -31:51:51.70 249394.75308 6.28 0.038 20.00 None
KMT-2021-BLG-1555 17:52:55.38 -28:51:41.29 249396.08901 8.86 0.003 19.72 None
KMT-2021-BLG-1556 18:01:41.46 -28:25:32.09 249394.07319 196.40 0.014 19.40 None
KMT-2021-BLG-1557 17:40:30.31 -27:59:15.61 249400.85371 17.18 0.017 20.00 None
KMT-2021-BLG-1558 17:37:54.81 -28:09:45.18 249336.75322 6.32 0.961 20.00 None
KMT-2021-BLG-1559 17:43:55.04 -25:59:38.69 249397.33616 45.48 0.002 20.00 None
KMT-2021-BLG-1560 17:53:11.25 -34:35:24.11 249411.51860 29.80 0.498 18.88 None
KMT-2021-BLG-1561 17:55:26.51 -28:15:15.48 249397.93173 6.57 0.140 20.00 None
KMT-2021-BLG-1562 17:53:21.76 -29:31:45.41 249411.39150 5.74 0.735 16.48 None
KMT-2021-BLG-1563 17:58:28.73 -26:54:22.21 249400.84442 121.63 0.024 18.03 None
KMT-2021-BLG-1564 18:05:19.95 -27:34:52.50 249403.71583 14.95 0.316 17.46 None
KMT-2021-BLG-1565 18:03:03.25 -27:13:59.92 249404.29858 17.72 0.066 19.46 None
KMT-2021-BLG-1566 18:04:30.57 -28:47:06.90 249407.35937 22.26 0.146 20.00 None
KMT-2021-BLG-1567 17:59:54.16 -28:40:53.80 249400.15910 4.61 0.133 19.81 None
KMT-2021-BLG-1568 17:59:19.84 -31:00:06.80 249399.62163 5.96 0.974 16.33 None
KMT-2021-BLG-1569 17:26:46.07 -29:09:43.24 249399.75649 58.49 0.143 20.00 None
KMT-2021-BLG-1570 17:23:14.98 -29:08:35.12 249396.00771 18.97 0.747 20.00 None
KMT-2021-BLG-1571 17:31:38.42 -29:31:05.56 249399.70693 8.09 0.289 19.66 None
KMT-2021-BLG-1572 17:31:32.82 -29:34:02.93 249407.18518 14.96 0.205 20.00 None
KMT-2021-BLG-1573 17:28:11.25 -29:14:34.30 249397.26600 29.19 0.004 19.79 None
KMT-2021-BLG-1574 17:28:06.41 -29:09:04.54 249399.06404 11.37 0.047 20.00 None
KMT-2021-BLG-1575 17:28:02.38 -30:38:16.91 249398.61638 20.28 0.037 20.00 None
KMT-2021-BLG-1576 17:28:19.22 -28:47:27.49 249409.57698 25.14 0.494 17.40 None
KMT-2021-BLG-1577 17:37:06.61 -29:08:17.81 249400.28905 46.85 0.069 20.00 None
KMT-2021-BLG-1578 17:35:32.11 -29:07:44.69 249403.18607 17.98 0.174 20.00 None
KMT-2021-BLG-1579 17:32:44.71 -29:23:57.73 249400.29347 20.92 0.007 19.84 None
KMT-2021-BLG-1580 17:33:02.77 -29:07:50.16 249405.88202 162.53 0.002 20.00 None
KMT-2021-BLG-1581 17:38:48.82 -25:45:31.93 249411.45568 93.44 0.023 19.91 None
KMT-2021-BLG-1582 17:40:32.62 -27:06:55.87 249404.48591 15.17 0.123 20.00 None
KMT-2021-BLG-1583 17:39:37.23 -27:18:38.99 249406.48799 48.12 0.056 20.00 None
KMT-2021-BLG-1584 17:40:16.44 -24:04:31.40 249402.35198 8.96 0.262 20.00 None
KMT-2021-BLG-1585 17:49:15.38 -32:27:00.14 249410.77536 24.88 0.205 20.00 None
KMT-2021-BLG-1586 17:42:32.80 -26:30:25.45 249399.21012 6.27 0.565 18.29 None
KMT-2021-BLG-1587 17:42:26.81 -26:15:05.44 249399.37520 18.73 0.002 20.00 None
KMT-2021-BLG-1588 17:41:50.21 -26:16:20.46 249400.38368 30.84 0.077 20.00 None
KMT-2021-BLG-1589 17:43:03.03 -24:28:25.61 249403.51261 25.54 0.194 19.23 None
KMT-2021-BLG-1590 17:47:00.67 -23:33:45.00 249397.96611 10.25 0.296 20.00 None
KMT-2021-BLG-1591 17:52:58.44 -34:18:10.40 249403.70654 49.55 0.101 16.53 None
KMT-2021-BLG-1592 18:17:13.21 -25:57:04.39 249418.96218 14.37 0.684 18.16 None
KMT-2021-BLG-1593 18:08:50.27 -27:44:05.60 249421.31434 52.21 0.128 17.98 None
KMT-2021-BLG-1594 18:08:07.79 -25:35:46.90 249402.69054 11.75 0.090 18.87 None
KMT-2021-BLG-1595 18:06:10.16 -26:25:52.90 249397.85881 17.77 0.839 20.00 None
KMT-2021-BLG-1596 18:04:38.79 -26:22:18.66 249403.73954 31.89 0.131 20.00 None
KMT-2021-BLG-1597 18:04:14.26 -26:51:22.10 249400.02246 17.58 0.020 19.88 None
KMT-2021-BLG-1598 18:19:59.69 -23:58:01.09 249396.22612 23.07 0.200 16.61 None
KMT-2021-BLG-1599 18:15:04.27 -24:44:55.50 249424.15850 128.56 0.021 18.85 None
KMT-2021-BLG-1600 18:13:40.09 -23:49:20.42 249408.65205 54.86 0.097 19.98 None
KMT-2021-BLG-1601 17:57:03.24 -29:48:31.10 249409.68435 25.84 0.447 20.00 None
KMT-2021-BLG-1602 17:55:46.68 -29:47:57.70 249409.86480 21.11 0.046 17.67 None
KMT-2021-BLG-1603 17:54:18.45 -29:57:07.31 249401.00222 5.35 0.068 19.29 None
KMT-2021-BLG-1604 18:04:48.25 -27:30:07.88 249401.66229 41.85 0.163 18.90 None
KMT-2021-BLG-1605 17:59:28.89 -28:30:08.78 249398.84765 3.47 0.172 19.75 None
KMT-2021-BLG-1606 17:51:42.51 -30:53:22.60 249405.89914 15.32 0.144 19.48 None
KMT-2021-BLG-1607 17:54:10.89 -28:39:12.10 249401.37278 25.96 0.005 20.00 None
KMT-2021-BLG-1608 17:52:28.76 -29:24:13.79 249403.01252 14.76 0.160 19.12 None
KMT-2021-BLG-1609 17:22:54.18 -29:19:18.98 249410.16417 20.27 0.389 20.00 None
KMT-2021-BLG-1610 17:35:40.79 -34:47:01.82 249404.35033 24.99 0.571 20.00 None
KMT-2021-BLG-1611 17:39:58.00 -27:57:00.29 249400.18113 8.40 0.185 20.00 None
KMT-2021-BLG-1612 17:33:58.01 -26:38:36.28 249425.05390 44.15 0.059 20.00 None
KMT-2021-BLG-1613 17:34:45.69 -27:04:44.29 249398.94456 121.13 0.035 18.52 None
KMT-2021-BLG-1614 17:33:04.95 -27:48:23.44 249401.32236 50.79 0.151 20.00 None
KMT-2021-BLG-1615 18:07:13.68 -28:48:07.81 249399.81520 22.23 0.069 19.78 None
KMT-2021-BLG-1616 18:02:20.67 -26:46:24.10 249405.09410 6.87 0.734 18.92 None
KMT-2021-BLG-1617 18:15:23.75 -23:10:54.41 249417.78323 28.41 1.000 16.45 None
KMT-2021-BLG-1618 17:52:17.33 -22:48:05.18 249399.12284 34.62 0.032 19.93 None
KMT-2021-BLG-1619 17:56:57.55 -30:24:06.91 249408.06780 47.12 0.295 19.85 None
KMT-2021-BLG-1620 17:56:41.95 -31:26:31.49 249414.32406 6.63 0.107 14.26 None
KMT-2021-BLG-1621 18:08:10.56 -30:22:07.90 249404.90882 8.38 0.549 19.08 None
KMT-2021-BLG-1622 17:29:19.47 -29:51:23.98 249406.51916 9.70 0.260 18.89 None
KMT-2021-BLG-1623 17:29:20.41 -28:37:45.48 249401.14345 21.39 0.195 18.94 None
KMT-2021-BLG-1624 17:42:19.36 -32:41:46.61 249403.94811 13.24 0.013 20.00 None
KMT-2021-BLG-1625 17:46:46.50 -33:10:06.64 249421.86710 39.94 0.454 20.00 None
KMT-2021-BLG-1626 17:44:19.15 -26:21:07.49 249403.73564 24.38 0.181 20.00 None
KMT-2021-BLG-1627 17:42:18.73 -24:17:33.40 249405.13831 5.66 0.256 19.75 None
KMT-2021-BLG-1628 17:45:50.73 -22:36:03.71 249403.58087 9.71 0.064 18.80 None
KMT-2021-BLG-1629 18:12:15.22 -28:34:26.90 249401.89080 117.88 0.021 14.79 None
KMT-2021-BLG-1630 18:10:34.57 -28:03:40.00 249406.46219 8.03 0.144 18.99 None
KMT-2021-BLG-1631 17:46:25.84 -35:48:33.52 249404.49209 2.46 0.657 16.15 None
KMT-2021-BLG-1632 17:46:14.86 -35:44:46.39 249412.66666 36.23 0.049 19.81 None
KMT-2021-BLG-1633 17:55:49.40 -22:42:57.92 249407.81459 15.24 0.821 19.25 None
KMT-2021-BLG-1634 17:50:48.87 -31:01:34.36 249416.53198 31.30 0.410 17.27 None
KMT-2021-BLG-1635 17:50:38.25 -30:30:50.40 249410.20123 53.25 0.091 19.80 None
KMT-2021-BLG-1636 17:52:36.55 -29:03:53.71 249425.24267 40.62 0.695 18.03 None
KMT-2021-BLG-1637 18:04:52.39 -27:30:51.80 249401.45005 47.86 0.013 19.99 None
KMT-2021-BLG-1638 17:52:10.33 -30:15:57.89 249402.53148 21.18 0.084 19.26 None
KMT-2021-BLG-1639 17:54:08.29 -28:30:52.63 249415.80543 50.79 0.026 20.00 None
KMT-2021-BLG-1640 17:53:49.78 -29:14:37.50 249406.89992 7.39 0.106 19.69 None
KMT-2021-BLG-1641 17:53:05.15 -29:10:37.99 249414.72269 54.90 0.416 19.24 None
KMT-2021-BLG-1642 17:51:50.40 -29:07:39.40 249405.02226 19.48 0.371 20.00 None
KMT-2021-BLG-1643 18:02:32.53 -30:36:18.68 249402.28811 199.71 0.008 18.91 None
KMT-2021-BLG-1644 17:40:12.74 -27:50:20.36 249403.22569 18.45 0.193 20.00 None
KMT-2021-BLG-1645 17:33:23.33 -26:41:15.11 249405.85313 21.48 0.102 16.61 None
KMT-2021-BLG-1646 17:41:00.02 -26:00:12.71 249404.09387 9.10 0.780 18.91 None
KMT-2021-BLG-1647 17:40:57.26 -27:41:16.66 249403.36880 27.15 0.053 20.00 None
KMT-2021-BLG-1648 17:39:58.98 -27:34:30.22 249401.53491 5.89 0.720 20.00 None
KMT-2021-BLG-1649 17:38:18.17 -26:53:32.64 249410.96730 11.69 0.903 18.64 None
KMT-2021-BLG-1650 17:37:58.60 -27:22:00.16 249406.23117 19.90 0.109 20.00 None
KMT-2021-BLG-1651 17:40:10.72 -24:10:14.27 249415.14606 16.30 0.202 20.00 None
KMT-2021-BLG-1652 17:41:28.95 -33:00:23.47 249402.93663 18.61 0.070 20.00 None
KMT-2021-BLG-1653 17:42:23.72 -25:40:38.14 249403.64208 15.59 1.000 19.41 None
KMT-2021-BLG-1654 17:52:42.41 -34:47:49.42 249402.10731 14.51 0.193 20.00 None
KMT-2021-BLG-1655 17:53:15.94 -32:56:04.09 249402.06150 79.29 0.004 17.90 None
KMT-2021-BLG-1656 17:50:01.95 -33:58:10.52 249414.94827 14.43 0.271 16.67 None
KMT-2021-BLG-1657 18:13:52.57 -26:27:02.92 249407.92983 47.88 0.502 19.68 None
KMT-2021-BLG-1658 18:12:27.37 -23:03:27.76 249473.98411 89.11 0.454 18.36 None
KMT-2021-BLG-1659 17:52:50.31 -28:59:04.49 249412.63945 12.10 0.106 14.06 None
KMT-2021-BLG-1660 17:59:45.53 -27:56:20.69 249395.21711 56.62 0.209 18.17 None
KMT-2021-BLG-1661 17:59:37.23 -28:00:05.51 249438.83285 74.93 0.064 18.44 None
KMT-2021-BLG-1662 17:59:32.50 -27:22:42.89 249401.53611 0.64 0.279 18.67 None
KMT-2021-BLG-1663 17:57:48.08 -28:55:16.61 249401.97150 21.17 0.744 18.86 None
KMT-2021-BLG-1664 18:04:35.78 -28:24:16.31 249458.70755 198.58 0.256 16.99 None
KMT-2021-BLG-1665 18:01:15.19 -28:06:57.60 249403.21539 10.84 0.176 19.97 None
KMT-2021-BLG-1666 18:04:57.78 -29:41:01.90 249406.71644 69.55 0.071 19.90 None
KMT-2021-BLG-1667 17:59:56.94 -30:35:10.10 249404.61484 75.71 0.008 18.42 None
KMT-2021-BLG-1668 17:37:20.34 -33:25:51.24 249404.92894 17.78 0.013 20.00 None
KMT-2021-BLG-1669 17:32:09.96 -28:48:16.70 249407.67220 15.89 0.062 20.00 None
KMT-2021-BLG-1670 17:40:13.04 -28:18:39.02 249444.33864 70.28 0.038 20.00 None
KMT-2021-BLG-1671 17:40:41.80 -27:00:37.44 249419.61874 45.71 0.504 19.34 None
KMT-2021-BLG-1672 17:36:26.32 -27:23:54.60 249421.49349 18.03 0.177 19.68 None
KMT-2021-BLG-1673 17:46:28.74 -32:41:24.50 249428.31074 52.12 0.868 19.46 None
KMT-2021-BLG-1674 17:44:08.88 -26:24:46.12 249430.07563 52.55 0.058 19.27 None
KMT-2021-BLG-1675 17:45:01.40 -26:54:43.78 249406.89714 61.14 0.016 20.00 None
KMT-2021-BLG-1676 17:42:22.48 -23:47:58.49 249408.99155 18.37 0.031 19.61 None
KMT-2021-BLG-1677 17:48:31.59 -23:58:21.14 249402.70973 2.13 0.192 19.63 None
KMT-2021-BLG-1678 17:50:45.31 -32:48:02.20 249406.17120 15.09 0.198 19.64 None
KMT-2021-BLG-1679 17:56:28.10 -34:04:42.49 249403.81691 2.30 0.331 19.75 None
KMT-2021-BLG-1680 18:17:22.12 -26:42:04.72 249405.67786 10.44 0.387 19.66 None
KMT-2021-BLG-1681 18:14:16.25 -27:08:01.79 249432.93562 45.54 0.628 15.34 None
KMT-2021-BLG-1682 18:06:12.78 -31:47:12.88 249400.02343 56.75 0.040 18.14 None
KMT-2021-BLG-1683 18:03:30.73 -25:20:32.50 249404.77914 4.03 0.188 20.00 None
KMT-2021-BLG-1684 18:13:04.58 -23:08:19.32 249406.43144 26.37 0.270 19.55 None
KMT-2021-BLG-1685 18:12:46.65 -22:42:42.84 249428.58547 46.83 0.553 19.45 None
KMT-2021-BLG-1686 17:45:37.09 -34:56:56.40 249415.05409 11.92 0.268 18.90 None
KMT-2021-BLG-1687 17:49:49.12 -31:07:07.46 249403.66048 0.96 0.198 20.00 None
KMT-2021-BLG-1688 17:54:00.48 -30:18:39.89 249406.23933 2.81 0.538 19.01 None
KMT-2021-BLG-1689 17:58:18.62 -30:08:43.12 249409.25685 32.59 0.004 18.82 None
KMT-2021-BLG-1690 17:53:37.74 -31:44:21.59 249405.31251 4.22 0.061 19.43 None
KMT-2021-BLG-1691 17:52:45.67 -28:07:04.94 249405.97003 111.15 0.009 20.00 None
KMT-2021-BLG-1692 17:54:45.20 -28:19:39.00 249418.41246 10.52 0.707 16.51 None
KMT-2021-BLG-1693 17:52:53.32 -29:11:54.60 249412.04520 27.00 0.037 19.91 None
KMT-2021-BLG-1694 17:49:44.27 -29:05:35.20 249412.72130 103.70 0.048 20.00 None
KMT-2021-BLG-1695 17:59:18.96 -26:53:17.30 249407.34986 198.02 0.028 18.15 None
KMT-2021-BLG-1696 17:58:50.98 -26:58:25.10 249406.56935 35.41 0.003 20.00 None
KMT-2021-BLG-1697 17:57:32.21 -27:21:49.54 249413.63840 45.93 0.264 20.00 None
KMT-2021-BLG-1698 18:01:15.94 -29:32:59.32 249435.57366 21.02 0.336 17.29 None
KMT-2021-BLG-1699 17:26:11.74 -28:59:51.00 249415.88742 32.85 0.186 20.00 None
KMT-2021-BLG-1700 17:29:07.73 -29:18:40.79 249406.06337 7.54 0.062 20.00 None
KMT-2021-BLG-1701 17:30:20.31 -30:22:01.74 249418.37313 21.12 0.089 20.00 None
KMT-2021-BLG-1702 17:28:27.27 -28:51:34.27 249405.70390 15.65 0.096 20.00 None
KMT-2021-BLG-1703 17:28:02.64 -28:48:37.76 249407.41775 16.62 0.014 20.00 None
KMT-2021-BLG-1704 17:25:20.03 -28:36:01.04 249405.78429 3.85 0.998 17.11 None
KMT-2021-BLG-1705 17:37:39.08 -33:53:13.67 249404.76791 55.21 0.007 20.00 None
KMT-2021-BLG-1706 17:33:17.75 -26:30:27.29 249406.20385 9.83 0.038 20.00 None
KMT-2021-BLG-1707 17:40:15.01 -26:26:11.72 249428.32438 53.66 0.470 17.73 None
KMT-2021-BLG-1708 17:40:35.99 -26:58:19.99 249406.30078 2.98 0.280 20.00 None
KMT-2021-BLG-1709 17:39:01.75 -27:31:14.23 249404.72657 33.98 0.037 20.00 None
KMT-2021-BLG-1710 17:38:14.32 -27:34:27.26 249405.42116 35.74 0.190 20.00 None
KMT-2021-BLG-1711 17:45:05.13 -26:52:09.80 249405.11255 6.72 0.039 20.00 None
KMT-2021-BLG-1712 17:44:26.09 -27:21:04.93 249434.96719 27.52 0.063 20.00 None
KMT-2021-BLG-1713 17:43:47.20 -26:55:19.20 249421.35904 22.90 0.255 20.00 None
KMT-2021-BLG-1714 17:45:47.09 -24:17:29.90 249431.72984 50.62 0.451 19.46 None
KMT-2021-BLG-1715 17:46:15.05 -24:49:35.80 249411.07358 6.57 1.000 20.00 None
KMT-2021-BLG-1716 17:44:58.68 -21:39:57.60 249426.84384 22.20 0.208 19.55 None
KMT-2021-BLG-1717 17:47:35.47 -23:05:20.90 249406.52282 123.88 0.036 18.90 None
KMT-2021-BLG-1718 17:57:11.70 -33:24:22.39 249415.60802 66.27 0.188 19.88 None
KMT-2021-BLG-1719 18:15:32.35 -27:05:11.40 249407.49246 57.29 0.007 18.51 None
KMT-2021-BLG-1720 18:11:45.83 -28:07:29.21 249411.35159 8.72 0.411 18.13 None
KMT-2021-BLG-1721 18:06:39.43 -28:49:59.70 249421.52819 39.66 0.278 17.65 None
KMT-2021-BLG-1722 18:10:02.89 -29:27:41.18 249410.81608 32.14 0.198 20.00 None
KMT-2021-BLG-1723 18:17:33.51 -29:17:01.57 249419.48792 36.00 0.168 17.29 None
KMT-2021-BLG-1724 18:08:55.58 -25:07:19.42 249405.54534 42.32 0.072 20.00 None
KMT-2021-BLG-1725 18:14:50.91 -23:41:05.21 249404.68375 23.63 0.274 19.83 None
KMT-2021-BLG-1726 17:42:38.52 -35:58:57.18 249424.44140 65.98 0.049 20.00 None
KMT-2021-BLG-1727 17:52:32.87 -28:25:20.46 249408.04696 14.47 0.012 20.00 None
KMT-2021-BLG-1728 17:51:23.93 -28:57:53.53 249405.39930 10.79 0.047 20.00 None
KMT-2021-BLG-1729 17:52:46.05 -29:40:09.59 249412.34649 7.90 0.563 18.26 None
KMT-2021-BLG-1730 18:00:04.79 -29:04:53.51 249405.05012 14.05 0.489 20.00 None
KMT-2021-BLG-1731 17:53:30.44 -28:26:08.92 249421.38665 37.66 0.127 20.00 None
