Name  RA   Dec  t0[HJD]  tE[days]    u0    Ibase    Ibase_err
KMT-2018-BLG-1474 17:43:53.06 -33:50:48.59 248233.45831 36.91 0.035 18.30 None
KMT-2018-BLG-1475 17:43:51.41 -33:44:37.90 248288.04198 25.67 0.084 20.00 None
KMT-2018-BLG-1476 17:43:41.24 -33:24:18.83 248245.03122 26.36 0.163 19.38 None
KMT-2018-BLG-1477 17:42:51.07 -33:44:28.68 248379.15252 50.08 0.099 20.00 None
KMT-2018-BLG-1478 17:42:04.98 -34:15:21.74 248195.36158 40.43 0.011 20.00 None
KMT-2018-BLG-1479 17:41:53.75 -33:52:21.61 248420.72306 57.43 0.069 20.00 None
KMT-2018-BLG-1480 17:41:58.07 -33:49:00.16 248233.76208 133.98 0.069 20.00 None
KMT-2018-BLG-1481 17:41:43.86 -33:44:34.19 248284.52296 18.00 0.128 20.00 None
KMT-2018-BLG-1482 17:42:00.96 -33:30:28.37 248326.01569 25.58 0.014 18.28 None
KMT-2018-BLG-1483 17:41:01.06 -34:17:24.86 248242.19862 54.72 0.311 19.89 None
KMT-2018-BLG-1484 17:41:11.04 -34:12:34.16 248284.48715 12.85 0.144 20.00 None
KMT-2018-BLG-1485 17:40:58.59 -33:52:40.22 248253.86806 8.52 1.450 18.09 None
KMT-2018-BLG-1486 17:41:10.50 -33:43:24.64 248193.47968 10.44 0.128 20.00 None
KMT-2018-BLG-1487 17:41:08.58 -33:47:41.10 248178.00114 17.36 0.563 20.00 None
KMT-2018-BLG-1488 17:40:39.46 -33:55:10.24 248217.79894 25.50 0.075 18.68 None
KMT-2018-BLG-1489 17:40:37.80 -33:29:02.26 248181.08859 15.74 0.044 20.00 None
KMT-2018-BLG-1490 17:40:35.57 -33:20:02.40 248250.78196 63.14 0.086 20.00 None
KMT-2018-BLG-1491 17:45:46.00 -26:01:08.83 248193.71281 4.60 0.100 20.00 None
KMT-2018-BLG-1492 17:45:06.81 -26:26:48.30 248243.45336 9.22 0.069 20.00 None
KMT-2018-BLG-1493 17:44:54.90 -26:18:33.41 248203.82324 21.58 0.066 19.59 None
KMT-2018-BLG-1494 17:45:11.74 -25:58:32.48 248300.35506 51.35 0.121 20.00 None
KMT-2018-BLG-1495 17:44:34.09 -26:35:49.92 248190.52802 6.23 0.072 19.14 None
KMT-2018-BLG-1496 17:44:22.46 -26:13:04.76 248229.08418 39.07 0.045 20.00 None
KMT-2018-BLG-1497 17:44:20.19 -25:58:25.00 248229.53121 26.50 0.259 20.00 None
KMT-2018-BLG-1498 17:43:05.69 -26:22:01.81 248199.79591 17.31 1.918 20.00 None
KMT-2018-BLG-1499 17:43:20.70 -25:56:02.65 248199.29827 33.52 0.186 19.43 None
KMT-2018-BLG-1500 17:43:07.10 -25:46:22.33 248188.55145 32.11 0.131 20.00 None
KMT-2018-BLG-1501 17:42:45.61 -26:26:06.65 248220.28406 10.80 0.543 18.25 None
KMT-2018-BLG-1502 17:42:45.51 -26:15:49.75 248198.70874 24.00 0.015 20.00 None
KMT-2018-BLG-1503 17:42:53.57 -26:14:49.38 248177.07783 23.75 0.089 20.00 None
KMT-2018-BLG-1504 17:42:07.31 -26:35:51.32 248252.02685 7.16 0.077 20.00 None
KMT-2018-BLG-1505 17:42:05.64 -26:08:43.58 248251.17909 13.25 0.368 15.71 None
KMT-2018-BLG-1506 17:42:14.22 -25:57:48.31 248193.35223 26.00 0.064 20.00 None
KMT-2018-BLG-1507 17:42:18.97 -25:48:38.74 248221.51912 13.83 0.115 20.00 None
KMT-2018-BLG-1508 17:41:51.09 -26:26:30.59 248321.01383 8.98 0.348 18.13 None
KMT-2018-BLG-1509 17:41:43.53 -26:12:38.63 248254.67505 47.29 0.052 20.00 None
KMT-2018-BLG-1510 17:48:20.48 -26:23:04.45 248247.66420 30.41 0.071 19.93 None
KMT-2018-BLG-1511 17:48:01.70 -26:21:17.93 248222.33575 3.02 0.107 20.00 None
KMT-2018-BLG-1512 17:47:00.11 -26:25:07.46 248196.87998 5.71 0.039 20.00 None
KMT-2018-BLG-1513 17:47:08.24 -26:05:08.30 248259.53730 9.85 0.114 20.00 None
KMT-2018-BLG-1514 17:46:41.01 -25:51:28.01 248262.22853 3.29 0.118 20.00 None
KMT-2018-BLG-1515 17:47:07.57 -26:59:52.26 248325.05561 31.23 0.005 20.00 None
KMT-2018-BLG-1516 17:46:19.23 -26:50:32.28 248298.63461 31.32 0.050 20.00 None
KMT-2018-BLG-1517 17:46:15.94 -26:49:01.45 248234.41299 9.99 0.060 20.00 None
KMT-2018-BLG-1518 17:45:39.36 -27:15:54.04 248261.38380 34.95 0.020 20.00 None
KMT-2018-BLG-1519 17:44:28.85 -27:29:21.19 248221.91142 39.15 0.586 19.65 None
KMT-2018-BLG-1520 17:44:01.64 -27:48:39.35 248372.63365 20.05 0.150 20.00 None
KMT-2018-BLG-1521 17:43:42.21 -27:34:24.46 248257.07468 26.99 0.141 19.79 None
KMT-2018-BLG-1522 17:43:16.81 -27:37:46.06 248268.07583 4.92 0.003 19.13 None
KMT-2018-BLG-1523 17:43:20.24 -27:22:08.98 248180.05057 10.49 0.085 20.00 None
KMT-2018-BLG-1524 17:43:07.12 -27:06:32.65 248206.87792 6.36 0.111 20.00 None
KMT-2018-BLG-1525 17:42:46.13 -27:46:06.64 248187.88578 29.19 0.171 20.00 None
KMT-2018-BLG-1526 17:42:53.64 -27:27:53.60 248359.34543 10.31 1.409 18.69 None
KMT-2018-BLG-1527 17:42:36.58 -27:01:19.16 248195.75810 6.96 0.017 20.00 None
KMT-2018-BLG-1528 17:42:22.52 -27:38:33.68 248186.51686 18.50 0.106 20.00 None
KMT-2018-BLG-1529 17:42:15.76 -27:12:39.10 248285.52255 1.61 0.110 20.00 None
KMT-2018-BLG-1530 17:41:43.22 -27:44:03.70 248223.30093 2.21 0.153 18.10 None
KMT-2018-BLG-1531 17:41:36.17 -27:05:41.14 248304.22223 49.67 0.003 20.00 None
KMT-2018-BLG-1532 17:45:36.42 -24:31:41.99 248237.87858 4.35 0.061 19.26 None
KMT-2018-BLG-1533 17:45:40.66 -24:16:08.69 248226.06892 37.95 0.096 17.28 None
KMT-2018-BLG-1534 17:45:46.60 -23:57:43.85 248355.84810 36.85 0.055 19.23 None
KMT-2018-BLG-1535 17:43:30.36 -24:04:38.50 248191.77849 15.69 0.114 17.70 None
KMT-2018-BLG-1536 17:43:16.63 -23:54:55.40 248225.60851 59.13 0.091 18.43 None
KMT-2018-BLG-1537 17:42:44.37 -24:10:38.50 248183.61214 20.02 0.104 20.00 None
KMT-2018-BLG-1538 17:42:51.65 -23:53:25.19 248219.55202 35.10 0.049 19.25 None
KMT-2018-BLG-1539 17:42:02.06 -24:09:54.61 248221.01644 23.21 0.182 19.97 None
KMT-2018-BLG-1540 17:42:20.84 -23:58:02.89 248237.00088 48.75 0.313 18.95 None
KMT-2018-BLG-1541 17:41:55.56 -23:51:23.62 248184.03059 14.89 0.018 20.00 None
KMT-2018-BLG-1542 17:50:28.50 -24:07:56.35 248250.54464 3.33 0.289 19.71 None
KMT-2018-BLG-1543 17:49:41.76 -24:06:26.57 248194.94471 37.55 0.380 20.00 None
KMT-2018-BLG-1544 17:49:50.54 -24:07:00.84 248190.41204 44.87 0.229 20.00 None
KMT-2018-BLG-1545 17:49:55.03 -23:52:55.81 248207.89542 17.21 0.074 19.75 None
KMT-2018-BLG-1546 17:49:42.51 -23:42:59.80 248360.31514 199.38 0.015 20.00 None
KMT-2018-BLG-1547 17:48:58.40 -23:41:08.16 248207.76617 19.82 0.103 20.00 None
KMT-2018-BLG-1548 17:48:31.67 -24:16:43.36 248281.54197 13.24 0.002 20.00 None
KMT-2018-BLG-1549 17:48:30.38 -23:54:22.03 248254.17185 8.90 0.055 16.55 None
KMT-2018-BLG-1550 17:48:42.52 -23:44:27.74 248299.66371 26.36 0.010 20.00 None
KMT-2018-BLG-1551 17:47:44.60 -24:18:31.82 248244.98825 15.94 0.252 18.92 None
KMT-2018-BLG-1552 17:47:33.31 -23:52:32.63 248167.28397 64.86 0.332 15.41 None
KMT-2018-BLG-1553 17:47:20.57 -23:56:32.06 248209.92742 60.57 0.071 20.00 None
KMT-2018-BLG-1554 17:46:13.77 -24:21:15.62 248198.03708 16.50 0.094 17.57 None
KMT-2018-BLG-1555 17:46:27.69 -24:05:27.96 248184.96835 43.16 0.059 20.00 None
KMT-2018-BLG-1556 17:46:19.86 -24:03:30.92 248332.20968 38.01 0.421 20.00 None
KMT-2018-BLG-1557 17:48:17.05 -24:59:20.69 248202.38308 33.45 0.098 20.00 None
KMT-2018-BLG-1558 17:46:51.32 -24:56:49.67 248364.25030 57.14 0.296 18.64 None
KMT-2018-BLG-1559 17:45:29.63 -25:25:22.76 248221.30507 21.49 0.181 20.00 None
KMT-2018-BLG-1560 17:45:52.16 -25:16:37.02 248263.39096 5.72 0.148 20.00 None
KMT-2018-BLG-1561 17:45:34.35 -25:15:34.06 248272.38128 48.62 0.100 20.00 None
KMT-2018-BLG-1562 17:45:41.78 -24:53:59.10 248257.89795 6.88 0.195 20.00 None
KMT-2018-BLG-1563 17:44:51.51 -25:18:59.36 248297.30461 198.88 0.021 18.29 None
KMT-2018-BLG-1564 17:44:54.64 -25:06:10.15 248160.22944 104.08 0.002 20.00 None
KMT-2018-BLG-1565 17:45:16.16 -24:47:15.25 248211.00469 28.84 0.265 18.19 None
KMT-2018-BLG-1566 17:43:47.09 -25:27:07.74 248176.25861 9.57 0.219 20.00 None
KMT-2018-BLG-1567 17:44:00.33 -25:27:48.85 248216.51255 82.05 0.067 20.00 None
KMT-2018-BLG-1568 17:44:04.06 -25:21:14.69 248158.99841 46.27 1.031 20.00 None
KMT-2018-BLG-1569 17:44:02.17 -24:43:49.76 248173.74152 47.26 0.381 17.84 None
KMT-2018-BLG-1570 17:43:38.64 -25:37:58.69 248243.44895 17.97 0.220 20.00 None
KMT-2018-BLG-1571 17:43:15.60 -25:07:40.73 248208.97889 6.63 0.042 20.00 None
KMT-2018-BLG-1572 17:42:37.11 -25:34:41.41 248203.09347 21.95 0.740 17.36 None
KMT-2018-BLG-1573 17:42:48.35 -25:11:57.08 248162.65186 22.07 0.139 17.26 None
KMT-2018-BLG-1574 17:42:22.43 -25:23:39.19 248211.37582 8.80 0.190 20.00 None
KMT-2018-BLG-1575 17:42:17.40 -25:10:22.12 248264.53835 28.83 0.370 19.56 None
KMT-2018-BLG-1576 17:41:32.60 -25:11:17.09 248180.54853 24.05 0.034 19.50 None
KMT-2018-BLG-1577 17:41:35.56 -25:03:14.62 248205.19178 9.39 0.065 19.90 None
KMT-2018-BLG-1578 17:45:09.30 -22:20:09.38 248176.87242 74.98 0.014 17.75 None
KMT-2018-BLG-1579 17:43:50.33 -21:51:53.35 248221.91026 153.29 0.127 15.83 None
KMT-2018-BLG-1580 17:43:34.24 -21:43:34.39 248291.64102 69.69 0.205 20.00 None
KMT-2018-BLG-1581 17:47:15.38 -21:38:48.37 248233.73931 54.94 0.342 18.93 None
KMT-2018-BLG-1582 17:47:11.15 -22:24:42.08 248256.79373 54.98 0.154 17.28 None
KMT-2018-BLG-1583 17:46:45.71 -22:04:21.00 248342.08073 83.36 0.236 18.12 None
KMT-2018-BLG-1584 17:48:59.84 -22:46:11.71 248222.52865 6.72 0.336 19.59 None
KMT-2018-BLG-1585 17:47:37.20 -23:35:42.47 248335.37375 13.72 0.584 17.10 None
KMT-2018-BLG-1586 17:47:42.15 -23:23:01.28 248336.68411 5.92 0.072 18.54 None
KMT-2018-BLG-1587 17:47:19.63 -23:18:21.10 248349.47773 50.69 0.188 19.13 None
KMT-2018-BLG-1588 17:46:22.94 -23:16:51.31 248189.27151 27.36 0.048 19.36 None
KMT-2018-BLG-1589 17:45:03.68 -22:43:55.63 248235.37978 30.42 0.235 19.67 None
KMT-2018-BLG-1590 17:44:23.02 -22:55:50.38 248221.30663 17.26 0.124 20.00 None
KMT-2018-BLG-1591 17:43:57.92 -23:05:13.34 248248.05191 3.90 0.115 19.77 None
KMT-2018-BLG-1592 17:43:11.21 -23:25:01.20 248346.46961 25.48 0.952 17.01 None
KMT-2018-BLG-1593 17:43:29.77 -23:22:18.62 248223.84161 73.60 0.116 18.83 None
KMT-2018-BLG-1594 17:43:32.46 -22:43:00.19 248224.46736 14.85 1.676 15.12 None
KMT-2018-BLG-1595 17:42:54.06 -23:27:40.28 248218.30922 43.31 0.242 18.58 None
KMT-2018-BLG-1596 17:42:18.01 -23:02:07.69 248254.41414 39.52 0.220 20.00 None
KMT-2018-BLG-1597 17:54:17.02 -34:35:24.50 248254.48954 20.07 0.022 20.00 None
KMT-2018-BLG-1598 17:53:58.19 -34:33:04.39 248337.63321 8.12 0.127 19.33 None
KMT-2018-BLG-1599 17:52:37.49 -34:59:30.80 248345.81380 42.48 0.204 20.00 None
KMT-2018-BLG-1600 17:51:57.86 -35:16:53.51 248286.53023 47.15 0.215 19.37 None
KMT-2018-BLG-1601 17:51:59.08 -35:12:11.02 248220.16368 34.06 0.098 20.00 None
KMT-2018-BLG-1602 17:52:17.38 -34:55:55.99 248396.67954 24.77 0.204 19.03 None
KMT-2018-BLG-1603 17:52:26.33 -34:22:41.02 248278.41320 61.75 0.096 19.64 None
KMT-2018-BLG-1604 17:51:18.51 -35:12:47.30 248254.10930 55.76 0.267 19.39 None
KMT-2018-BLG-1605 17:51:41.88 -34:47:44.02 248356.64706 27.32 0.155 18.88 None
KMT-2018-BLG-1606 17:51:39.43 -34:38:23.50 248253.56829 21.95 0.099 19.23 None
KMT-2018-BLG-1607 17:50:53.94 -35:15:33.41 248235.16105 19.98 0.012 16.96 None
KMT-2018-BLG-1608 17:50:46.63 -34:22:37.81 248199.38789 13.16 0.033 18.27 None
KMT-2018-BLG-1609 17:50:17.77 -35:14:06.50 248229.59267 10.98 0.549 19.30 None
KMT-2018-BLG-1610 17:50:22.98 -34:58:37.60 248272.76082 28.59 0.071 20.00 None
KMT-2018-BLG-1611 17:50:02.36 -34:53:01.10 248185.83603 10.86 1.126 19.34 None
KMT-2018-BLG-1612 17:49:57.83 -34:45:05.00 248258.47934 25.17 0.016 19.69 None
KMT-2018-BLG-1613 17:49:58.36 -34:47:28.00 248231.26095 11.48 0.249 20.00 None
KMT-2018-BLG-1614 17:57:53.75 -34:20:43.12 248234.60360 195.65 0.045 19.75 None
KMT-2018-BLG-1615 17:57:06.39 -35:06:03.38 248203.38169 46.43 0.201 18.41 None
KMT-2018-BLG-1616 17:56:16.60 -35:06:12.10 248343.61101 3.94 0.024 19.74 None
KMT-2018-BLG-1617 17:54:54.74 -35:07:42.82 248311.24567 20.20 0.114 19.00 None
KMT-2018-BLG-1618 17:54:40.39 -34:57:48.31 248400.37823 125.94 0.037 18.71 None
KMT-2018-BLG-1619 17:54:50.20 -35:00:09.90 248349.93112 35.73 0.274 20.00 None
KMT-2018-BLG-1620 17:59:05.55 -36:18:42.30 248390.10700 26.35 0.044 19.76 None
KMT-2018-BLG-1621 17:58:04.50 -36:09:27.94 248259.62356 34.60 0.056 19.05 None
KMT-2018-BLG-1622 17:57:25.97 -35:51:02.38 248341.05161 9.12 0.784 18.63 None
KMT-2018-BLG-1623 17:56:46.04 -35:40:31.51 248317.25729 11.91 0.127 19.76 None
KMT-2018-BLG-1624 17:54:46.87 -35:45:44.21 248369.26398 80.04 0.184 18.91 None
KMT-2018-BLG-1625 17:53:48.92 -36:05:14.32 248334.25753 13.82 0.408 18.63 None
KMT-2018-BLG-1626 17:54:11.51 -35:58:35.62 248220.77433 31.80 1.334 18.41 None
KMT-2018-BLG-1627 17:54:10.92 -35:37:43.00 248351.86439 22.85 0.020 19.48 None
KMT-2018-BLG-1628 17:53:39.51 -35:54:58.90 248264.67512 89.71 0.090 18.13 None
KMT-2018-BLG-1629 17:53:07.72 -35:45:54.29 248329.94251 36.32 0.547 17.40 None
KMT-2018-BLG-1630 17:53:11.22 -35:30:50.62 248375.24199 8.57 0.113 19.77 None
KMT-2018-BLG-1631 17:52:32.31 -35:42:38.30 248379.22559 44.03 0.022 19.16 None
KMT-2018-BLG-1632 17:52:14.58 -36:23:24.11 248244.48782 21.09 0.054 19.65 None
KMT-2018-BLG-1633 17:51:28.84 -35:51:46.69 248199.94347 32.75 0.115 18.76 None
KMT-2018-BLG-1634 17:50:56.80 -36:11:42.50 248211.82111 58.45 0.091 18.01 None
KMT-2018-BLG-1635 17:50:44.77 -35:49:48.90 248316.61756 25.00 0.707 16.38 None
KMT-2018-BLG-1636 17:50:14.90 -36:08:58.70 248217.98438 14.76 0.493 15.12 None
KMT-2018-BLG-1637 17:53:42.15 -33:02:10.90 248226.23670 16.18 0.246 18.23 None
KMT-2018-BLG-1638 17:54:15.86 -33:00:05.80 248319.77637 50.21 0.092 19.04 None
KMT-2018-BLG-1639 17:53:46.24 -32:51:08.10 248369.59785 6.70 0.002 18.88 None
KMT-2018-BLG-1640 17:54:09.11 -32:47:17.30 248283.94745 8.04 0.370 19.53 None
KMT-2018-BLG-1641 17:54:01.71 -32:29:38.00 248236.07931 71.00 0.222 15.60 None
KMT-2018-BLG-1642 17:54:11.07 -32:24:11.99 248216.51950 71.43 0.112 20.00 None
KMT-2018-BLG-1643 17:53:11.35 -33:11:50.32 248219.46092 20.35 0.376 18.50 None
KMT-2018-BLG-1644 17:53:08.97 -32:58:41.30 248416.81873 71.82 0.064 20.00 None
KMT-2018-BLG-1645 17:53:07.40 -32:45:30.60 248321.64769 44.37 0.253 18.17 None
KMT-2018-BLG-1646 17:53:11.41 -32:41:35.99 248216.22406 131.27 0.041 19.09 None
KMT-2018-BLG-1647 17:53:30.61 -32:38:11.62 248395.99974 6.14 0.508 19.25 None
KMT-2018-BLG-1648 17:53:11.18 -32:27:02.99 248216.10681 8.15 0.159 15.78 None
KMT-2018-BLG-1649 17:52:47.89 -32:38:46.28 248300.26100 19.92 0.273 19.07 None
KMT-2018-BLG-1650 17:52:32.51 -32:40:30.29 248191.94710 32.68 0.017 20.00 None
KMT-2018-BLG-1651 17:52:49.91 -32:27:05.90 248331.39193 199.69 0.012 18.93 None
KMT-2018-BLG-1652 17:52:46.72 -32:32:59.71 248224.49461 32.01 0.138 18.97 None
KMT-2018-BLG-1653 17:52:54.82 -32:20:29.40 248402.94445 51.74 0.089 18.71 None
KMT-2018-BLG-1654 17:52:25.76 -33:01:33.31 248292.31920 113.35 0.032 20.00 None
KMT-2018-BLG-1655 17:52:01.98 -32:46:09.52 248257.41438 24.29 0.357 17.28 None
KMT-2018-BLG-1656 17:52:01.43 -32:48:09.22 248393.12775 23.88 0.083 18.79 None
KMT-2018-BLG-1657 17:51:41.99 -32:34:58.19 248223.60099 42.56 0.004 18.75 None
KMT-2018-BLG-1658 17:50:56.52 -32:51:19.12 248283.30220 13.55 0.179 18.50 None
KMT-2018-BLG-1659 17:51:02.39 -32:51:07.70 248334.22389 67.25 0.123 19.35 None
KMT-2018-BLG-1660 17:50:48.07 -32:48:42.19 248398.94742 28.25 0.755 18.48 None
KMT-2018-BLG-1661 17:51:04.48 -32:47:53.81 248382.28198 10.10 0.075 20.00 None
KMT-2018-BLG-1662 17:50:52.39 -32:33:11.59 248322.45066 192.73 0.028 19.11 None
KMT-2018-BLG-1663 17:50:18.43 -33:09:00.29 248385.96580 11.47 0.249 19.83 None
KMT-2018-BLG-1664 17:50:09.29 -33:04:01.60 248251.46231 13.61 0.420 20.00 None
KMT-2018-BLG-1665 17:50:17.70 -32:37:07.61 248327.37321 31.80 0.450 20.00 None
KMT-2018-BLG-1666 17:50:14.81 -32:36:41.62 248236.80417 59.18 0.020 20.00 None
KMT-2018-BLG-1667 17:49:55.40 -32:50:45.10 248213.10529 46.45 0.058 19.56 None
KMT-2018-BLG-1668 17:59:11.64 -32:24:26.39 248330.88222 13.93 0.460 18.93 None
KMT-2018-BLG-1669 17:57:56.65 -33:06:34.31 248299.60111 4.71 0.129 19.04 None
KMT-2018-BLG-1670 17:58:02.97 -33:03:07.70 248317.70656 26.85 0.214 17.24 None
KMT-2018-BLG-1671 17:57:43.92 -32:59:34.51 248374.22391 20.50 0.109 19.41 None
KMT-2018-BLG-1672 17:57:49.11 -32:51:24.98 248398.29789 17.12 0.557 19.14 None
KMT-2018-BLG-1673 17:57:47.23 -32:21:20.99 248389.06361 30.87 0.322 19.32 None
KMT-2018-BLG-1674 17:57:04.52 -32:28:07.21 248266.35613 2.34 1.912 19.87 None
KMT-2018-BLG-1675 17:57:25.82 -32:21:09.79 248193.42410 64.20 0.175 18.61 None
KMT-2018-BLG-1676 17:56:27.67 -33:01:33.60 248401.25059 23.66 0.208 14.30 None
KMT-2018-BLG-1677 17:56:32.28 -32:58:47.10 248193.81266 12.43 1.052 19.66 None
KMT-2018-BLG-1678 17:56:12.86 -33:06:32.18 248247.23829 40.58 0.100 19.96 None
KMT-2018-BLG-1679 17:55:55.58 -33:02:07.12 248312.69416 26.15 0.461 19.42 None
KMT-2018-BLG-1680 17:55:49.89 -32:48:15.80 248212.22121 81.39 0.109 19.87 None
KMT-2018-BLG-1681 17:55:25.67 -33:04:48.22 248463.69571 54.64 0.017 18.48 None
KMT-2018-BLG-1682 17:55:33.56 -32:29:43.19 248260.15638 15.92 0.339 19.07 None
KMT-2018-BLG-1683 17:55:40.58 -32:21:28.91 248346.81653 26.09 0.232 18.73 None
KMT-2018-BLG-1684 17:58:21.55 -34:10:56.60 248225.00064 38.58 0.002 19.14 None
KMT-2018-BLG-1685 17:58:31.55 -33:58:40.51 248322.88651 19.77 0.320 18.98 None
KMT-2018-BLG-1686 17:57:51.89 -33:18:40.79 248272.54559 43.80 0.025 19.50 None
KMT-2018-BLG-1687 17:57:03.79 -33:56:09.82 248496.91439 49.65 0.052 13.92 None
KMT-2018-BLG-1688 17:57:07.45 -33:49:46.42 248275.56431 74.67 0.051 19.62 None
KMT-2018-BLG-1689 17:57:20.58 -33:44:32.39 248275.05503 33.19 0.066 19.08 None
KMT-2018-BLG-1690 17:57:15.34 -33:43:45.48 248399.03942 17.22 0.224 19.27 None
KMT-2018-BLG-1691 17:57:02.26 -33:43:31.37 248398.04541 43.59 0.014 20.00 None
KMT-2018-BLG-1692 17:56:56.80 -34:17:12.08 248285.13104 11.03 0.056 19.81 None
KMT-2018-BLG-1693 17:55:32.99 -34:14:33.11 248284.30644 6.46 0.065 19.15 None
KMT-2018-BLG-1694 17:55:07.94 -34:02:22.20 248304.96365 5.92 0.252 18.86 None
KMT-2018-BLG-1695 17:54:41.70 -33:40:13.69 248232.28568 19.00 0.011 18.57 None
KMT-2018-BLG-1696 17:54:53.39 -33:39:55.12 248288.69855 77.77 0.382 19.48 None
KMT-2018-BLG-1697 17:54:34.76 -33:31:47.89 248280.57007 8.90 0.055 20.00 None
KMT-2018-BLG-1698 17:53:56.23 -33:41:35.41 248203.95477 30.00 0.497 17.72 None
KMT-2018-BLG-1699 17:54:03.41 -33:46:46.42 248386.67423 11.21 0.247 19.00 None
KMT-2018-BLG-1700 17:53:42.49 -33:38:24.68 248331.86535 13.48 0.235 15.12 None
KMT-2018-BLG-1701 17:53:46.23 -33:31:39.79 248288.11970 51.28 0.232 20.00 None
KMT-2018-BLG-1702 17:53:17.19 -34:14:15.61 248358.49675 24.58 0.020 19.41 None
KMT-2018-BLG-1703 17:53:30.82 -34:10:40.58 248369.60792 36.78 0.167 19.44 None
KMT-2018-BLG-1704 17:53:29.78 -33:52:08.11 248174.85724 48.14 0.077 15.21 None
KMT-2018-BLG-1705 17:53:34.75 -33:34:41.70 248274.38272 79.21 0.106 19.01 None
KMT-2018-BLG-1706 17:53:01.75 -33:52:24.82 248266.49180 30.86 0.041 18.86 None
KMT-2018-BLG-1707 17:51:56.32 -33:54:36.00 248207.45851 135.64 0.123 15.89 None
KMT-2018-BLG-1708 17:51:25.36 -33:47:09.46 248209.76386 40.81 0.052 20.00 None
KMT-2018-BLG-1709 17:50:58.10 -33:53:19.07 248361.14619 31.34 0.358 19.69 None
KMT-2018-BLG-1710 17:51:01.99 -33:39:01.55 248312.50311 45.63 0.209 19.98 None
KMT-2018-BLG-1711 17:50:18.36 -34:04:24.71 248356.51107 107.81 0.078 19.46 None
KMT-2018-BLG-1712 17:50:14.05 -33:44:38.26 248210.38534 77.52 0.153 20.00 None
KMT-2018-BLG-1713 17:50:34.68 -33:26:09.42 248236.15765 37.49 0.325 17.12 None
KMT-2018-BLG-1714 17:50:27.27 -33:22:33.82 248318.21043 4.13 0.119 20.00 None
KMT-2018-BLG-1715 17:50:04.59 -33:22:57.65 248265.63589 10.31 0.205 20.00 None
KMT-2018-BLG-1716 17:50:10.80 -33:18:09.90 248396.97514 31.86 0.105 20.00 None
KMT-2018-BLG-1717 17:49:40.15 -33:27:39.96 248308.65197 10.24 0.132 19.47 None
KMT-2018-BLG-1718 18:13:14.81 -25:12:24.59 248263.79579 13.92 0.045 20.00 None
KMT-2018-BLG-1719 18:11:51.10 -25:35:51.29 248316.59739 49.36 0.002 20.00 None
KMT-2018-BLG-1720 18:11:58.45 -25:30:15.52 248356.46794 19.35 0.042 17.23 None
KMT-2018-BLG-1721 18:12:10.07 -25:30:36.22 248339.83378 41.17 0.080 18.41 None
KMT-2018-BLG-1722 18:12:09.97 -25:15:33.52 248308.99168 3.49 1.929 19.03 None
KMT-2018-BLG-1723 18:11:17.15 -25:16:52.10 248426.82554 44.91 0.200 17.55 None
KMT-2018-BLG-1724 18:11:25.83 -25:14:29.62 248313.19627 10.00 0.133 18.88 None
KMT-2018-BLG-1725 18:11:11.47 -25:11:39.70 248239.02114 18.68 0.401 19.34 None
KMT-2018-BLG-1726 18:10:50.43 -25:18:54.50 248267.02513 14.49 0.156 16.25 None
KMT-2018-BLG-1727 18:09:50.57 -25:46:21.61 248395.62201 39.93 0.061 19.08 None
KMT-2018-BLG-1728 18:09:40.11 -25:38:08.20 248365.27647 22.90 0.114 19.67 None
KMT-2018-BLG-1729 18:09:30.26 -25:17:42.40 248265.73830 15.38 0.091 19.73 None
KMT-2018-BLG-1730 18:09:22.62 -25:39:36.00 248317.66022 38.82 0.013 19.58 None
KMT-2018-BLG-1731 18:09:28.57 -25:25:56.71 248227.62314 11.60 0.029 18.27 None
KMT-2018-BLG-1732 18:09:28.28 -25:12:55.58 248412.07273 23.11 0.472 15.82 None
KMT-2018-BLG-1733 18:17:57.58 -25:27:05.80 248231.28509 70.85 0.119 20.00 None
KMT-2018-BLG-1734 18:17:03.73 -25:06:05.51 248410.42532 62.54 0.031 17.04 None
KMT-2018-BLG-1735 18:15:27.36 -25:32:21.52 248171.90515 33.60 0.040 18.50 None
KMT-2018-BLG-1736 18:15:00.34 -25:45:04.90 248152.32596 72.34 0.677 16.10 None
KMT-2018-BLG-1737 18:15:14.18 -25:34:27.41 248276.22577 18.67 0.165 18.60 None
KMT-2018-BLG-1738 18:15:12.31 -25:09:52.60 248273.63479 99.89 0.068 20.00 None
KMT-2018-BLG-1739 18:14:55.07 -25:06:07.81 248174.32837 18.41 0.139 20.00 None
KMT-2018-BLG-1740 18:13:59.70 -25:43:54.70 248414.70183 84.69 0.092 17.65 None
KMT-2018-BLG-1741 18:13:50.16 -25:29:08.59 248295.29559 38.98 0.244 17.42 None
KMT-2018-BLG-1742 18:17:54.03 -26:01:19.88 248232.22435 54.28 0.051 19.56 None
KMT-2018-BLG-1743 18:17:08.01 -26:21:34.70 248249.10585 25.37 0.002 19.81 None
KMT-2018-BLG-1744 18:17:14.81 -26:09:08.78 248238.96628 28.41 0.088 18.50 None
KMT-2018-BLG-1745 18:16:57.09 -26:35:25.51 248221.19407 65.76 0.017 19.16 None
KMT-2018-BLG-1746 18:16:38.38 -26:07:58.12 248308.21708 43.91 0.272 18.13 None
