Name RA Dec t0[HJD] tE[days] u0 Ibase Ibase_err
OGLE-2017-BLG-1134 18:10:31.80 -26:11:50.1 2457926.134 20.34 0.055 20.194 21.601
OGLE-2017-BLG-1135 18:13:04.31 -26:00:20.4 2457933.233 35.43 0.012 19.734 20.135
OGLE-2017-BLG-1136 18:08:37.95 -25:17:58.3 2457939.536 16.98 0.594 15.307 16.035
OGLE-2017-BLG-1137 17:47:48.57 -34:15:57.7 2457919.105 7.857 0.000 18.930 19.946
OGLE-2017-BLG-1138 17:29:36.44 -28:08:27.5 2457930.791 11.23 0.591 18.820 18.820
OGLE-2017-BLG-1139 17:45:04.24 -25:18:06.5 2457923.119 21.27 0.339 19.022 19.920
OGLE-2017-BLG-1140 17:47:31.93 -24:31:21.6 2457940.672 14.02 0.290 17.661 17.661
OGLE-2017-BLG-1141 17:55:41.10 -28:12:54.0 2457917.612 19.99 0.090 20.172 20.815
OGLE-2017-BLG-1142 17:53:36.92 -28:44:26.3 2457921.652 17.64 0.734 19.148 19.148
OGLE-2017-BLG-1143 17:53:33.99 -28:33:43.3 2457945.097 13.61 0.113 17.812 17.812
OGLE-2017-BLG-1144 17:49:41.26 -30:07:03.8 2457926.560 18.82 0.202 20.703 21.585
OGLE-2017-BLG-1145 17:52:02.85 -29:15:44.5 2457923.964 3.874 0.959 18.733 18.733
OGLE-2017-BLG-1146 17:50:00.01 -33:36:56.3 2457918.784 41.54 0.001 19.952 21.736
OGLE-2017-BLG-1147 17:58:19.09 -27:59:58.2 2457926.220 40.26 0.214 19.782 21.246
OGLE-2017-BLG-1148 17:58:32.28 -29:16:58.2 2457936.982 8.548 1.233 16.731 16.731
OGLE-2017-BLG-1149 17:59:22.02 -30:14:03.6 2457924.776 4.917 0.003 19.654 21.682
OGLE-2017-BLG-1150 18:04:38.13 -28:34:33.6 2457929.792 10.48 0.736 18.828 18.828
OGLE-2017-BLG-1151 18:08:26.70 -28:36:29.5 2457927.453 17.71 0.879 18.408 18.408
OGLE-2017-BLG-1152 18:06:25.03 -27:51:02.2 2457926.879 37.44 0.113 18.412 21.634
OGLE-2017-BLG-1153 17:30:29.83 -29:11:49.3 2457953.297 26.74 1.447 17.040 17.040
OGLE-2017-BLG-1154 17:25:33.12 -30:05:21.0 2457925.534 35.35 0.086 20.048 21.642
OGLE-2017-BLG-1155 17:15:55.68 -29:08:20.3 2457941.883 25.76 0.508 19.115 19.115
OGLE-2017-BLG-1156 17:40:04.78 -24:16:52.3 2457941.932 31.03 0.184 18.934 19.597
OGLE-2017-BLG-1157 17:43:36.04 -25:08:42.6 2457932.840 15.18 0.388 16.225 18.502
OGLE-2017-BLG-1158 17:45:41.47 -24:24:01.5 2457937.113 23.80 1.625 16.927 16.927
OGLE-2017-BLG-1159 17:45:16.32 -24:04:33.8 2457929.281 23.22 0.057 19.521 20.664
OGLE-2017-BLG-1160 17:48:44.61 -23:36:45.5 2457927.077 16.99 0.208 19.386 20.306
OGLE-2017-BLG-1161 17:41:12.65 -26:44:28.1 2457933.547 8.825 0.024 17.969 18.580
OGLE-2017-BLG-1162 17:42:48.83 -25:44:16.1 2457922.341 2.778 0.266 19.414 19.414
OGLE-2017-BLG-1163 17:53:02.87 -29:48:47.6 2457933.223 10.30 0.431 19.587 19.587
OGLE-2017-BLG-1164 17:57:54.26 -30:15:39.8 2457922.826 12.65 1.031 18.951 18.951
OGLE-2017-BLG-1165 17:56:11.03 -31:21:25.2 2457929.097 7.186 0.186 19.319 19.319
OGLE-2017-BLG-1166 17:58:03.22 -32:41:47.7 2457968.903 24.94 0.460 16.563 16.563
OGLE-2017-BLG-1167 18:00:20.08 -27:18:50.5 2457941.732 67.84 0.338 18.614 20.501
OGLE-2017-BLG-1168 18:09:24.65 -30:36:43.8 2457966.814 72.54 0.351 18.113 19.623
OGLE-2017-BLG-1169 17:50:45.15 -32:24:56.3 2457932.482 35.74 0.224 18.204 20.832
OGLE-2017-BLG-1170 17:30:18.90 -29:20:24.5 2457947.401 19.50 0.276 15.929 16.790
OGLE-2017-BLG-1171 17:41:15.62 -25:59:52.0 2457927.876 14.40 0.522 20.380 20.380
OGLE-2017-BLG-1172 17:44:01.06 -33:09:50.5 2457958.135 23.39 0.915 15.184 15.184
OGLE-2017-BLG-1173 18:15:56.05 -26:48:51.8 2457929.145 3.770 0.267 18.213 18.213
OGLE-2017-BLG-1174 17:47:24.99 -34:56:29.5 2457929.192 8.498 0.060 17.931 18.478
OGLE-2017-BLG-1175 17:38:25.97 -35:03:46.8 2457943.138 13.03 1.110 17.083 17.083
OGLE-2017-BLG-1176 17:21:25.98 -30:06:38.2 2457934.530 17.89 0.251 19.427 20.262
OGLE-2017-BLG-1177 17:54:18.74 -29:08:00.8 2457928.637 29.37 0.087 19.964 20.747
OGLE-2017-BLG-1178 17:51:34.86 -33:15:19.6 2457928.464 19.85 0.795 19.243 19.243
OGLE-2017-BLG-1179 17:48:37.36 -33:17:20.8 2457936.527 30.43 0.244 19.403 19.403
OGLE-2017-BLG-1180 17:57:58.31 -29:43:48.4 2457927.720 1.616 0.342 18.936 18.936
OGLE-2017-BLG-1181 18:11:33.65 -26:21:10.7 2457935.369 24.18 0.082 20.407 20.407
OGLE-2017-BLG-1182 17:55:38.18 -29:15:51.6 2457962.449 18.85 0.632 15.432 15.557
OGLE-2017-BLG-1183 17:54:29.27 -29:01:48.9 2457931.691 8.637 1.913 16.395 16.395
OGLE-2017-BLG-1184 17:48:59.72 -29:38:35.8 2457942.793 9.461 0.514 18.433 18.433
OGLE-2017-BLG-1185 17:59:12.11 -28:24:17.4 2457933.077 7.953 0.091 18.932 20.637
OGLE-2017-BLG-1186 17:58:46.95 -27:39:03.9 2457955.417 13.77 0.121 14.037 14.037
OGLE-2017-BLG-1187 17:56:25.59 -29:30:06.6 2457940.242 23.12 0.079 18.276 19.890
OGLE-2017-BLG-1188 18:02:53.37 -29:40:48.2 2457955.106 33.72 0.083 17.890 19.380
OGLE-2017-BLG-1189 18:15:26.40 -25:28:23.9 2457971.760 51.66 0.310 17.290 17.635
OGLE-2017-BLG-1190 17:51:46.03 -28:44:02.6 2457937.789 27.61 0.133 20.728 21.382
OGLE-2017-BLG-1191 17:52:14.80 -33:47:11.9 2457947.610 19.72 0.503 16.044 17.962
OGLE-2017-BLG-1192 17:54:32.80 -29:09:34.2 2457958.117 38.49 0.676 16.955 18.674
OGLE-2017-BLG-1193 17:59:06.77 -28:41:59.7 2457934.690 8.123 0.185 19.408 20.075
OGLE-2017-BLG-1194 17:56:00.23 -29:58:51.3 2457953.094 44.05 0.118 17.271 19.960
OGLE-2017-BLG-1195 18:04:47.28 -29:44:31.4 2457931.954 3.044 0.402 17.968 17.968
OGLE-2017-BLG-1196 18:02:36.98 -30:35:44.9 2457987.383 39.52 0.757 15.071 15.426
OGLE-2017-BLG-1197 17:51:38.00 -32:40:21.6 2457934.180 19.41 0.281 19.017 20.547
OGLE-2017-BLG-1198 18:13:08.68 -25:12:45.4 2457926.994 17.40 0.837 19.362 19.362
OGLE-2017-BLG-1199 17:34:40.53 -26:59:24.7 2457946.416 11.96 0.768 18.298 18.298
OGLE-2017-BLG-1200 17:35:08.98 -30:21:10.2 2457933.754 20.84 0.553 18.974 18.974
OGLE-2017-BLG-1201 17:53:53.41 -28:49:10.1 2457931.210 10.57 2.024 16.543 16.543
OGLE-2017-BLG-1202 17:52:49.15 -28:43:20.6 2457941.319 10.72 0.310 19.907 19.907
OGLE-2017-BLG-1203 17:52:49.04 -28:40:56.6 2457940.754 10.39 1.438 18.117 18.117
OGLE-2017-BLG-1204 17:51:13.41 -28:47:41.5 2457936.559 7.779 0.233 20.488 20.488
OGLE-2017-BLG-1205 17:52:29.16 -29:48:34.6 2457931.565 10.50 0.800 19.468 19.468
OGLE-2017-BLG-1206 17:51:52.75 -34:14:15.2 2457933.439 18.41 0.064 20.223 21.490
OGLE-2017-BLG-1207 17:59:55.58 -33:32:43.8 2457939.263 31.72 0.026 18.868 20.721
OGLE-2017-BLG-1208 18:03:35.09 -28:26:26.9 2457949.344 22.18 1.873 16.218 16.218
OGLE-2017-BLG-1209 18:03:11.61 -28:18:50.0 2457936.359 46.82 0.072 19.196 22.462
OGLE-2017-BLG-1210 18:01:33.76 -28:33:36.9 2457939.071 34.03 0.066 19.458 20.706
OGLE-2017-BLG-1211 18:01:27.29 -28:19:44.7 2457942.225 12.91 0.655 19.006 19.006
OGLE-2017-BLG-1212 18:03:21.33 -28:09:29.6 2457951.928 30.48 0.480 17.686 19.429
OGLE-2017-BLG-1213 18:06:31.20 -29:26:29.7 2457956.235 44.77 0.167 19.447 19.447
OGLE-2017-BLG-1214 17:46:33.61 -35:25:16.1 2457965.849 84.16 0.095 18.212 20.003
OGLE-2017-BLG-1215 17:26:13.44 -30:15:41.5 2457942.300 48.78 1.023 18.806 18.806
OGLE-2017-BLG-1216 17:43:07.68 -24:15:47.7 2458031.133 54.26 0.131 16.095 16.095
OGLE-2017-BLG-1217 17:58:50.72 -26:47:15.1 2457946.685 96.70 0.842 19.829 19.829
OGLE-2017-BLG-1218 17:40:07.58 -25:33:21.0 2457936.316 19.63 1.408 17.928 17.928
OGLE-2017-BLG-1219 17:31:10.52 -30:48:42.8 2457981.078 34.35 0.404 18.511 18.511
OGLE-2017-BLG-1220 17:42:11.29 -27:33:52.6 2457941.178 9.004 0.000 19.084 19.084
OGLE-2017-BLG-1221 17:53:12.49 -29:12:05.8 2457974.330 69.67 0.136 18.566 20.059
OGLE-2017-BLG-1222 17:54:59.73 -28:47:34.0 2457933.149 4.849 1.222 18.390 18.390
OGLE-2017-BLG-1223 17:54:33.62 -28:49:49.8 2457942.447 8.911 1.102 17.746 17.746
OGLE-2017-BLG-1224 17:52:36.82 -30:10:11.5 2457936.558 1.837 1.369 18.012 18.012
OGLE-2017-BLG-1225 17:53:08.42 -29:59:31.0 2457934.423 3.475 1.249 18.541 18.541
OGLE-2017-BLG-1226 17:51:34.41 -30:04:31.4 2457956.416 10.44 0.469 16.482 16.482
OGLE-2017-BLG-1227 17:55:39.70 -28:34:03.4 2457943.275 18.53 1.230 17.809 17.809
OGLE-2017-BLG-1228 17:59:07.70 -27:50:11.6 2457940.599 21.68 0.000 19.463 20.930
OGLE-2017-BLG-1229 18:00:20.34 -29:14:18.6 2457965.349 74.80 0.202 18.986 20.629
OGLE-2017-BLG-1230 17:55:13.53 -32:49:35.5 2457937.807 24.28 0.031 19.109 21.919
OGLE-2017-BLG-1231 17:57:05.94 -34:34:33.1 2457931.326 8.720 1.200 18.070 18.070
OGLE-2017-BLG-1232 18:01:11.23 -28:39:40.1 2457936.003 7.156 0.709 18.838 18.838
OGLE-2017-BLG-1233 18:00:01.18 -28:19:09.0 2457977.199 34.19 0.460 18.020 18.335
OGLE-2017-BLG-1234 18:04:39.60 -30:08:18.2 2457944.664 19.66 1.187 18.928 18.928
OGLE-2017-BLG-1235 18:07:03.86 -27:12:55.3 2457941.477 6.738 0.439 18.791 18.791
OGLE-2017-BLG-1236 18:09:58.94 -26:57:29.9 2457956.183 25.49 0.189 19.146 19.146
OGLE-2017-BLG-1237 18:06:35.99 -28:19:43.8 2457936.994 2.191 1.432 15.963 15.963
OGLE-2017-BLG-1238 18:07:06.35 -28:52:56.2 2457939.861 10.67 0.000 19.769 19.769
OGLE-2017-BLG-1239 18:06:36.44 -28:47:33.4 2457931.435 5.265 0.545 19.140 19.140
OGLE-2017-BLG-1240 17:50:31.52 -32:51:23.3 2457962.923 37.97 0.264 18.970 19.849
OGLE-2017-BLG-1241 17:54:31.33 -32:30:02.2 2457951.768 26.97 1.092 18.753 18.753
OGLE-2017-BLG-1242 17:42:29.55 -35:06:46.7 2457947.391 47.57 0.025 20.365 20.365
OGLE-2017-BLG-1243 17:36:39.27 -27:24:32.8 2457936.342 3.971 0.029 20.039 20.593
OGLE-2017-BLG-1244 17:43:34.99 -23:29:20.3 2457972.420 73.31 0.921 18.537 18.537
OGLE-2017-BLG-1245 17:33:22.76 -28:48:21.3 2457958.609 33.98 0.324 19.841 19.841
OGLE-2017-BLG-1246 17:46:12.33 -32:27:01.0 2457932.021 9.620 0.239 20.468 20.468
OGLE-2017-BLG-1247 17:29:47.11 -29:51:05.0 2457938.217 14.83 0.824 19.571 19.571
OGLE-2017-BLG-1248 17:56:21.89 -30:05:00.4 2457953.586 12.32 0.845 18.388 18.388
OGLE-2017-BLG-1249 17:57:12.65 -31:18:19.0 2457931.135 37.29 1.699 18.149 18.149
OGLE-2017-BLG-1250 18:04:14.18 -28:54:29.2 2457962.392 15.12 0.853 14.232 14.232
OGLE-2017-BLG-1251 18:09:50.75 -28:55:59.3 2457937.297 2.871 0.130 18.444 19.004
OGLE-2017-BLG-1252 17:50:23.20 -32:25:34.1 2457940.367 8.797 0.315 20.637 20.637
OGLE-2017-BLG-1253 17:35:46.74 -23:24:24.9 2457966.248 42.64 1.474 17.491 17.491
OGLE-2017-BLG-1254 17:57:23.56 -27:13:13.3 2457952.297 15.54 0.000 18.449 18.548
OGLE-2017-BLG-1255 17:45:52.32 -26:22:51.1 2458020.432 168.0 1.301 18.404 18.404
OGLE-2017-BLG-1256 17:34:27.93 -30:10:42.3 2457938.927 7.857 1.283 18.528 18.528
OGLE-2017-BLG-1257 17:33:54.35 -30:12:17.3 2457943.753 66.73 0.043 20.599 22.842
OGLE-2017-BLG-1258 18:02:32.05 -27:30:49.6 2457932.341 20.33 0.141 19.982 20.436
OGLE-2017-BLG-1259 18:04:20.72 -28:24:31.6 2457936.759 18.22 0.019 20.356 21.324
OGLE-2017-BLG-1260 17:54:45.38 -30:10:38.9 2457947.175 12.08 1.852 16.174 16.174
OGLE-2017-BLG-1261 17:57:03.60 -34:11:58.1 2457938.713 4.918 0.773 18.983 18.983
OGLE-2017-BLG-1262 18:00:03.31 -28:52:55.5 2457944.562 4.013 0.705 15.102 15.102
OGLE-2017-BLG-1263 18:01:41.08 -30:54:44.4 2457947.367 16.11 0.580 18.693 18.693
OGLE-2017-BLG-1264 18:11:03.71 -25:24:45.7 2457942.240 8.459 0.375 19.208 19.208
OGLE-2017-BLG-1265 18:09:59.01 -25:22:45.4 2457963.613 26.48 1.253 17.559 17.559
OGLE-2017-BLG-1266 17:44:11.99 -34:37:28.9 2457938.819 6.614 0.382 19.834 19.834
OGLE-2017-BLG-1267 17:46:22.90 -34:25:58.4 2458014.387 68.46 0.101 18.752 19.062
OGLE-2017-BLG-1268 17:26:31.03 -28:19:29.4 2457945.913 10.17 0.210 17.462 17.462
OGLE-2017-BLG-1269 17:46:54.82 -23:28:26.1 2457941.849 12.63 0.192 20.002 20.002
OGLE-2017-BLG-1270 17:53:23.34 -24:13:09.4 2457954.748 26.98 1.721 17.297 17.297
OGLE-2017-BLG-1271 17:42:48.12 -25:37:03.8 2457946.574 35.00 0.186 19.675 21.030
OGLE-2017-BLG-1272 17:40:15.02 -33:29:45.7 2457937.606 4.792 0.536 18.711 18.711
OGLE-2017-BLG-1273 17:52:26.65 -30:21:22.6 2457975.385 21.57 0.761 16.948 16.948
OGLE-2017-BLG-1274 17:52:20.69 -30:13:24.7 2457955.258 15.59 0.186 19.368 19.368
OGLE-2017-BLG-1275 17:51:39.71 -29:29:52.7 2457949.769 12.40 0.459 19.147 19.147
OGLE-2017-BLG-1276 17:57:08.27 -28:34:03.7 2457951.840 13.68 0.649 18.865 18.865
OGLE-2017-BLG-1277 17:57:17.39 -29:34:08.1 2457946.635 17.14 0.192 18.620 18.620
OGLE-2017-BLG-1278 17:55:10.43 -29:11:26.3 2457947.537 14.73 0.321 19.968 19.968
OGLE-2017-BLG-1279 17:57:52.55 -28:48:16.1 2457949.562 15.06 0.945 18.909 18.909
OGLE-2017-BLG-1280 17:56:40.62 -31:00:45.1 2457946.136 2.345 0.382 18.172 19.109
OGLE-2017-BLG-1281 17:55:20.81 -30:49:53.2 2457949.444 10.12 0.338 18.916 18.916
OGLE-2017-BLG-1282 17:56:19.91 -30:20:17.4 2457953.586 18.53 0.133 19.798 20.000
OGLE-2017-BLG-1283 17:56:03.06 -30:02:15.2 2457946.956 8.189 0.258 18.082 20.108
OGLE-2017-BLG-1284 18:01:47.57 -29:05:44.0 2457955.992 18.07 0.275 15.431 17.758
OGLE-2017-BLG-1285 18:07:55.70 -29:21:11.0 2457959.122 8.980 0.901 16.250 16.250
OGLE-2017-BLG-1286 18:11:27.77 -26:41:40.6 2457951.222 18.62 0.111 19.878 19.878
OGLE-2017-BLG-1287 17:48:06.60 -34:40:02.8 2457947.196 22.72 0.144 19.007 20.486
OGLE-2017-BLG-1288 17:39:46.65 -35:00:38.9 2457941.005 22.88 0.616 19.772 19.772
OGLE-2017-BLG-1289 17:36:20.93 -27:43:38.6 2457943.519 18.72 0.077 20.517 22.132
OGLE-2017-BLG-1290 17:34:24.58 -27:44:51.0 2457942.448 7.917 0.000 20.226 20.226
OGLE-2017-BLG-1291 17:45:01.05 -23:15:38.5 2457942.842 25.13 0.111 19.874 20.776
OGLE-2017-BLG-1292 17:47:15.21 -22:56:44.0 2457948.866 19.76 0.807 18.579 18.579
OGLE-2017-BLG-1293 17:42:43.03 -26:06:55.5 2457944.894 6.946 0.944 18.309 18.309
OGLE-2017-BLG-1294 17:34:17.04 -30:14:08.1 2457943.939 5.538 0.000 20.513 20.513
OGLE-2017-BLG-1295 17:35:20.44 -29:55:20.3 2457954.604 12.20 0.272 18.100 18.839
OGLE-2017-BLG-1296 17:41:00.39 -33:38:37.1 2457951.045 46.69 0.962 20.037 20.037
OGLE-2017-BLG-1297 17:29:36.90 -30:03:53.2 2457962.127 22.53 0.775 18.500 18.500
OGLE-2017-BLG-1298 17:40:34.45 -27:18:14.6 2457943.243 4.342 0.903 17.698 17.698
OGLE-2017-BLG-1299 17:40:33.88 -26:59:00.5 2457970.908 107.3 0.005 17.793 20.949
OGLE-2017-BLG-1300 17:56:44.71 -28:29:22.2 2457953.504 12.46 0.328 17.816 18.947
OGLE-2017-BLG-1301 17:56:09.27 -29:14:53.7 2457950.131 5.028 0.735 18.476 18.476
OGLE-2017-BLG-1302 17:59:54.92 -29:11:13.3 2457952.923 12.69 0.800 16.458 18.098
OGLE-2017-BLG-1303 17:54:54.80 -28:56:12.7 2457960.200 21.30 1.202 18.548 18.548
OGLE-2017-BLG-1304 17:55:15.56 -30:04:22.5 2457967.332 17.10 0.258 18.723 18.958
OGLE-2017-BLG-1305 17:56:19.98 -32:46:33.2 2457955.833 21.76 0.155 18.927 19.962
OGLE-2017-BLG-1306 18:00:50.80 -27:23:27.4 2458016.918 46.33 1.365 16.195 16.195
OGLE-2017-BLG-1307 18:01:57.89 -28:19:03.4 2457947.560 1.518 0.169 17.355 17.533
OGLE-2017-BLG-1308 18:13:22.76 -27:30:51.6 2457951.554 16.89 0.081 19.561 19.561
OGLE-2017-BLG-1309 17:52:22.76 -30:41:03.0 2457968.217 21.58 0.064 17.732 18.899
OGLE-2017-BLG-1310 18:12:21.43 -24:47:41.9 2458001.145 69.55 0.295 18.365 18.768
OGLE-2017-BLG-1311 18:07:36.86 -25:34:01.3 2457954.409 27.36 0.122 19.578 20.180
OGLE-2017-BLG-1312 17:43:44.02 -34:00:36.5 2457952.494 26.69 0.122 19.815 21.279
OGLE-2017-BLG-1313 17:43:14.46 -33:36:19.7 2457961.542 26.72 0.036 19.987 19.987
OGLE-2017-BLG-1314 17:35:49.70 -27:36:32.7 2457945.916 4.415 0.577 20.403 20.403
OGLE-2017-BLG-1315 17:35:19.44 -27:23:22.4 2457946.210 13.06 0.696 19.779 19.779
OGLE-2017-BLG-1316 17:36:27.41 -27:06:47.1 2458023.672 66.93 0.444 18.311 19.185
OGLE-2017-BLG-1317 17:32:21.31 -29:34:45.5 2457950.898 13.20 0.027 18.409 18.865
OGLE-2017-BLG-1318 17:44:26.32 -23:58:36.3 2458078.478 152.1 1.639 16.586 16.586
OGLE-2017-BLG-1319 17:47:20.01 -24:15:30.2 2457948.696 7.126 0.100 19.391 19.391
OGLE-2017-BLG-1320 17:30:27.42 -30:26:14.9 2457942.641 10.81 0.275 20.616 20.616
OGLE-2017-BLG-1321 17:59:07.72 -27:50:11.1 2457940.722 12.85 0.067 19.950 19.950
OGLE-2017-BLG-1322 17:37:13.67 -27:41:38.3 2457944.653 19.50 0.039 20.204 21.500
OGLE-2017-BLG-1323 17:54:58.96 -28:26:21.7 2457994.344 168.2 0.012 18.691 20.976
OGLE-2017-BLG-1324 17:52:24.18 -34:12:55.5 2457947.677 15.20 0.000 19.647 20.821
OGLE-2017-BLG-1325 17:56:38.15 -29:17:06.5 2457969.067 52.77 1.096 18.723 18.723
OGLE-2017-BLG-1326 17:56:21.95 -29:13:34.2 2457948.640 6.830 1.156 19.210 19.210
OGLE-2017-BLG-1327 17:55:31.53 -30:11:03.5 2457945.649 3.144 1.558 17.752 17.752
OGLE-2017-BLG-1328 17:56:49.23 -31:05:21.7 2457948.591 4.605 0.619 19.160 19.160
OGLE-2017-BLG-1329 18:05:04.67 -27:51:57.3 2457963.163 47.58 0.182 17.347 20.520
OGLE-2017-BLG-1330 18:04:47.24 -27:10:44.8 2457941.196 10.89 1.576 17.660 17.660
OGLE-2017-BLG-1331 18:04:43.92 -30:12:18.4 2457946.233 3.994 1.010 18.878 18.878
OGLE-2017-BLG-1332 18:08:53.74 -26:36:04.6 2458015.383 69.25 0.080 18.664 19.147
OGLE-2017-BLG-1333 17:32:42.29 -27:04:42.4 2457953.572 8.095 0.433 19.607 19.607
OGLE-2017-BLG-1334 17:30:59.73 -28:48:59.9 2457951.394 6.584 1.359 17.192 17.192
OGLE-2017-BLG-1335 17:24:47.60 -30:03:12.9 2458001.618 99.11 0.482 19.850 19.850
OGLE-2017-BLG-1336 17:35:12.63 -28:01:42.4 2457945.722 8.497 0.051 19.974 21.447
OGLE-2017-BLG-1337 17:50:48.67 -34:05:35.3 2457962.101 46.66 0.804 19.498 19.498
OGLE-2017-BLG-1338 17:55:37.22 -30:28:14.1 2457954.811 7.345 1.415 18.036 18.036
OGLE-2017-BLG-1339 17:57:26.35 -34:16:32.7 2457962.591 62.23 0.317 18.371 20.336
OGLE-2017-BLG-1340 17:51:47.65 -31:10:29.5 2457950.815 4.750 0.205 18.357 18.629
OGLE-2017-BLG-1341 17:36:19.13 -26:54:41.5 2457947.692 0.374 1.612 17.263 17.263
OGLE-2017-BLG-1342 17:32:45.77 -26:54:53.2 2457951.623 7.516 2.078 17.536 17.536
OGLE-2017-BLG-1343 17:28:54.31 -27:49:45.2 2457958.140 34.27 1.179 18.609 18.609
OGLE-2017-BLG-1344 17:24:53.05 -28:35:01.2 2457951.072 24.04 0.383 20.439 20.439
OGLE-2017-BLG-1345 17:35:54.42 -22:10:22.8 2457944.796 26.06 0.379 20.744 20.744
OGLE-2017-BLG-1346 17:33:46.45 -21:51:26.6 2457971.144 38.56 0.289 18.331 19.011
OGLE-2017-BLG-1347 17:40:45.81 -23:31:32.6 2457949.501 9.400 0.375 20.193 20.193
OGLE-2017-BLG-1348 17:34:40.89 -28:06:54.7 2457952.118 9.647 0.766 18.739 18.739
OGLE-2017-BLG-1349 17:34:23.05 -29:30:03.1 2457948.264 2.180 0.334 19.749 19.749
OGLE-2017-BLG-1350 17:43:14.46 -33:36:19.8 2457961.507 24.27 0.039 19.756 19.756
OGLE-2017-BLG-1351 17:54:13.69 -29:17:33.5 2457950.111 3.546 0.539 18.869 18.869
OGLE-2017-BLG-1352 17:49:03.56 -34:49:51.5 2457949.410 10.64 0.910 18.883 18.883
OGLE-2017-BLG-1353 17:57:37.46 -28:23:14.3 2457948.494 9.750 0.172 19.071 20.745
OGLE-2017-BLG-1354 17:55:19.00 -30:47:23.4 2457950.778 6.074 0.035 19.604 19.604
OGLE-2017-BLG-1355 18:00:10.91 -30:42:16.2 2457980.974 19.30 0.888 16.029 16.029
OGLE-2017-BLG-1356 18:04:55.21 -26:52:27.1 2457952.338 7.428 1.949 16.716 16.716
OGLE-2017-BLG-1357 18:08:00.12 -26:23:31.1 2457976.259 32.93 1.652 17.188 17.188
OGLE-2017-BLG-1358 18:07:19.76 -27:45:46.3 2457948.297 1.597 0.801 18.715 18.715
OGLE-2017-BLG-1359 17:46:04.90 -34:50:46.6 2457945.160 16.32 0.615 19.926 19.926
OGLE-2017-BLG-1360 17:46:44.28 -23:39:54.0 2457947.681 14.13 0.449 19.763 19.763
OGLE-2017-BLG-1361 17:48:10.29 -23:19:00.7 2457950.465 18.56 0.375 19.641 19.641
OGLE-2017-BLG-1362 17:58:19.84 -27:01:12.1 2457953.925 7.671 0.603 19.006 19.006
OGLE-2017-BLG-1363 17:48:05.36 -26:18:32.5 2457949.442 5.432 0.919 18.529 18.529
OGLE-2017-BLG-1364 17:41:16.20 -33:31:15.7 2458017.052 131.6 0.183 20.432 20.432
OGLE-2017-BLG-1365 17:33:35.60 -26:26:10.2 2457947.825 5.120 0.404 20.616 20.616
OGLE-2017-BLG-1366 18:06:19.01 -27:20:57.3 2457955.203 31.46 0.161 18.539 20.980
OGLE-2017-BLG-1367 17:40:51.95 -23:32:06.8 2457944.962 11.70 0.388 20.069 20.069
OGLE-2017-BLG-1368 17:52:33.93 -30:16:46.5 2457947.322 8.623 0.020 20.165 20.601
OGLE-2017-BLG-1369 17:55:25.52 -31:51:30.2 2457958.269 65.60 0.021 19.334 21.651
OGLE-2017-BLG-1370 17:54:43.31 -28:35:45.1 2457954.374 7.869 0.084 18.715 19.674
OGLE-2017-BLG-1371 17:51:22.57 -28:27:56.0 2457996.347 27.69 0.136 18.128 18.128
OGLE-2017-BLG-1372 17:56:40.45 -29:39:43.2 2457959.530 8.347 0.517 16.064 17.420
OGLE-2017-BLG-1373 17:55:33.12 -29:19:20.6 2457954.100 0.754 0.983 18.337 18.337
OGLE-2017-BLG-1374 17:58:14.99 -29:07:57.5 2457955.126 5.875 1.112 18.101 18.101
OGLE-2017-BLG-1375 17:56:37.17 -30:18:41.1 2457968.926 136.7 0.016 18.817 22.206
OGLE-2017-BLG-1376 18:02:11.14 -28:57:35.0 2457956.142 5.923 0.798 18.607 18.607
OGLE-2017-BLG-1377 18:01:06.93 -28:04:59.9 2457953.585 11.17 0.257 19.404 20.683
OGLE-2017-BLG-1378 18:00:50.99 -28:11:30.8 2457971.308 21.59 0.198 18.146 19.355
OGLE-2017-BLG-1379 18:07:19.89 -27:15:26.2 2457961.453 12.26 0.115 18.171 19.042
OGLE-2017-BLG-1380 18:06:59.07 -28:32:51.6 2457955.256 6.586 0.281 18.502 19.252
OGLE-2017-BLG-1381 18:07:31.52 -27:56:48.8 2457955.184 4.552 0.994 18.852 18.852
OGLE-2017-BLG-1382 18:06:39.54 -27:51:32.2 2457962.174 15.02 0.179 18.398 19.265
OGLE-2017-BLG-1383 17:52:31.50 -30:40:51.7 2457960.162 19.83 0.382 18.399 19.881
OGLE-2017-BLG-1384 18:09:46.29 -26:08:15.9 2457947.500 74.26 0.900 19.150 19.150
OGLE-2017-BLG-1385 18:07:44.22 -25:49:42.8 2457960.256 12.06 0.842 17.817 17.817
OGLE-2017-BLG-1386 17:45:18.50 -34:40:39.6 2457978.295 51.50 0.301 18.265 19.357
OGLE-2017-BLG-1387 17:43:09.15 -34:56:33.0 2457951.262 8.293 0.496 19.021 19.021
OGLE-2017-BLG-1388 17:34:48.67 -27:13:16.6 2457953.003 2.678 0.901 19.365 19.365
OGLE-2017-BLG-1389 17:54:23.84 -29:09:44.3 2457959.224 28.08 0.417 16.069 19.579
OGLE-2017-BLG-1390 17:53:39.06 -29:00:44.3 2457955.001 2.834 0.884 18.821 18.821
OGLE-2017-BLG-1391 17:54:01.78 -28:27:49.0 2457954.206 5.973 0.497 20.351 20.351
