Name RA Dec t0[HJD] tE[days] u0 Ibase Ibase_err
OGLE-2023-BLG-0442 17:54:09.77 -28:26:36.5 2460093.505 13.91 0.319 16.410 16.540
OGLE-2023-BLG-0443 17:55:37.88 -28:30:26.7 2460075.310 17.41 0.900 19.088 19.088
OGLE-2023-BLG-0444 17:56:27.04 -28:08:42.3 2460082.842 23.86 0.273 19.403 19.403
OGLE-2023-BLG-0445 17:55:07.93 -28:11:22.8 2460097.206 17.12 0.685 16.507 16.507
OGLE-2023-BLG-0446 17:59:03.18 -29:25:06.6 2460067.966 1.991 1.690 17.297 17.297
OGLE-2023-BLG-0447 17:58:58.52 -28:52:17.2 2460065.047 7.589 2.031 16.182 16.182
OGLE-2023-BLG-0448 18:40:15.30 -13:37:57.2 2460061.243 24.07 0.222 20.385 20.385
OGLE-2023-BLG-0449 17:44:41.26 -34:20:34.8 2460069.247 25.26 0.343 19.841 19.841
OGLE-2023-BLG-0450 17:51:49.55 -30:14:03.3 2460068.919 0.814 0.117 20.260 20.260
OGLE-2023-BLG-0451 17:55:51.71 -29:12:30.3 2460068.086 2.090 0.439 19.741 19.741
OGLE-2023-BLG-0452 17:55:27.12 -35:20:28.7 2460285.388 140.5 1.043 16.016 16.016
OGLE-2023-BLG-0453 18:19:55.68 -23:33:34.4 2460076.810 13.23 0.586 17.723 17.723
OGLE-2023-BLG-0454 17:54:01.81 -30:51:14.4 2460113.566 402.5 0.045 19.573 21.378
OGLE-2023-BLG-0455 17:50:11.11 -32:52:49.6 2460075.249 17.11 0.000 16.628 17.994
OGLE-2023-BLG-0456 17:51:12.32 -36:24:18.6 2460085.318 41.21 0.810 18.790 18.790
OGLE-2023-BLG-0457 17:37:27.27 -29:29:32.6 2460097.726 135.0 0.069 20.138 20.997
OGLE-2023-BLG-0458 17:26:14.46 -30:42:48.6 2460080.902 57.26 0.086 20.246 20.344
OGLE-2023-BLG-0459 17:59:35.91 -34:30:42.6 2460083.921 65.24 1.245 17.900 17.900
OGLE-2023-BLG-0460 17:59:16.26 -34:03:18.6 2460067.346 6.159 0.566 18.428 18.428
OGLE-2023-BLG-0461 18:05:53.93 -29:28:06.1 2460067.928 11.88 0.368 18.914 18.914
OGLE-2023-BLG-0462 18:29:12.29 -26:01:29.8 2460111.035 36.79 1.465 14.830 14.830
OGLE-2023-BLG-0463 18:35:09.22 -13:47:16.5 2460127.874 86.15 0.658 18.175 18.175
OGLE-2023-BLG-0464 17:43:18.66 -35:37:28.9 2460065.004 35.61 0.099 19.453 21.208
OGLE-2023-BLG-0465 17:42:15.42 -27:32:06.3 2460080.653 23.48 0.950 17.636 17.636
OGLE-2023-BLG-0466 17:39:06.70 -27:12:12.8 2460088.285 17.77 1.051 16.597 16.597
OGLE-2023-BLG-0467 17:42:09.35 -28:33:54.9 2460074.343 30.82 0.728 18.317 18.317
OGLE-2023-BLG-0468 17:40:09.15 -28:25:46.4 2460087.845 64.22 0.132 19.540 19.549
OGLE-2023-BLG-0469 17:38:55.61 -28:23:37.0 2460076.849 36.88 0.755 18.362 18.362
OGLE-2023-GD-0004 15:59:50.14 -56:29:40.5 2460153.320 122.6 0.346 14.612 16.880
OGLE-2023-BLG-0470 17:56:58.25 -28:40:38.7 2460090.172 10.97 0.290 15.834 16.006
OGLE-2023-BLG-0471 18:11:50.69 -32:30:47.9 2460146.960 51.07 0.870 16.959 16.959
OGLE-2023-BLG-0472 17:36:00.14 -26:41:12.9 2460098.504 23.40 0.476 15.921 16.306
OGLE-2023-BLG-0473 17:30:28.41 -28:25:55.5 2460085.776 129.6 0.074 18.888 21.176
OGLE-2023-BLG-0474 17:40:27.53 -21:13:49.0 2460087.613 39.54 0.413 18.352 18.811
OGLE-2023-BLG-0475 17:29:20.79 -38:04:33.6 2460083.611 35.25 0.357 17.951 18.737
OGLE-2023-BLG-0476 17:40:06.19 -37:41:01.1 2460153.474 59.65 0.545 16.610 16.610
OGLE-2023-DG-0019 18:55:55.17 -6:16:38.9 2460092.442 68.64 0.056 19.936 19.936
OGLE-2023-BLG-0477 18:40:28.61 -16:30:47.3 2460122.939 45.14 1.628 16.905 16.905
OGLE-2023-DG-0020 18:55:41.99 -6:18:14.3 2460073.629 41.78 0.739 18.759 18.759
OGLE-2023-DG-0021 18:39:13.46 -5:09:47.4 2460085.520 57.03 0.256 19.806 19.806
OGLE-2023-BLG-0478 17:09:18.72 -30:08:29.3 2460073.293 18.65 0.656 18.428 18.428
OGLE-2023-BLG-0479 17:53:41.83 -28:59:47.2 2460093.913 30.00 0.512 17.045 18.517
OGLE-2023-BLG-0480 17:52:27.54 -28:44:56.8 2460077.345 2.476 1.647 17.303 17.303
OGLE-2023-BLG-0481 17:52:29.59 -29:37:45.9 2460075.688 5.253 0.182 18.483 18.556
OGLE-2023-BLG-0482 17:56:36.29 -28:01:32.4 2460076.757 0.160 0.143 19.393 19.393
OGLE-2023-BLG-0483 17:56:27.00 -28:08:42.6 2460082.706 24.48 0.210 17.598 19.765
OGLE-2023-BLG-0484 17:59:50.11 -28:56:46.4 2460104.230 18.67 0.730 16.766 16.766
OGLE-2023-BLG-0485 17:59:49.42 -30:47:24.4 2460093.326 58.06 0.389 15.450 18.099
OGLE-2023-BLG-0486 17:55:05.05 -32:02:50.3 2460085.756 50.25 0.125 16.913 20.051
OGLE-2023-BLG-0487 18:05:11.09 -27:19:11.1 2460076.861 2.870 0.053 19.421 19.421
OGLE-2023-BLG-0488 18:04:04.67 -28:43:43.2 2460081.791 28.90 0.098 20.143 20.932
OGLE-2023-BLG-0489 18:02:34.90 -28:39:37.3 2460082.418 13.10 0.208 19.025 19.768
OGLE-2023-BLG-0490 18:07:40.80 -26:51:15.4 2460077.137 53.58 0.056 19.038 20.640
OGLE-2023-BLG-0491 18:08:42.64 -28:12:36.5 2460077.349 37.96 0.703 18.785 18.785
OGLE-2023-BLG-0492 18:11:06.44 -26:21:17.9 2460072.506 22.26 0.671 18.554 18.554
OGLE-2023-BLG-0493 18:20:47.14 -26:25:04.4 2460075.373 16.86 0.000 17.656 18.386
OGLE-2023-BLG-0494 18:20:01.16 -26:20:13.5 2460069.274 17.18 0.338 18.724 18.724
OGLE-2023-BLG-0495 18:16:26.61 -25:13:12.8 2460078.045 30.54 0.171 17.905 18.930
OGLE-2023-BLG-0496 17:40:41.53 -36:14:37.1 2460164.810 56.25 0.380 15.132 15.363
OGLE-2023-BLG-0497 17:35:25.19 -27:16:53.0 2460069.230 18.26 0.599 19.334 19.334
OGLE-2023-BLG-0498 17:19:02.09 -29:57:21.5 2460106.951 89.09 0.455 18.947 18.947
OGLE-2023-BLG-0499 17:50:19.53 -17:50:39.2 2460072.571 26.49 0.261 19.944 19.944
OGLE-2023-BLG-0500 17:16:03.93 -31:01:58.6 2460091.429 43.78 0.879 17.788 17.788
OGLE-2023-DG-0022 18:44:44.65 -4:53:00.9 2460147.830 55.60 1.350 15.908 15.908
OGLE-2023-BLG-0501 17:54:06.93 -28:30:02.2 2460088.063 0.695 0.203 20.152 20.152
OGLE-2023-BLG-0502 17:52:16.38 -28:21:48.8 2460082.461 33.19 0.013 19.675 21.849
OGLE-2023-BLG-0503 17:50:56.00 -30:25:56.6 2460081.263 26.49 0.295 20.608 20.608
OGLE-2023-BLG-0504 17:53:10.70 -30:04:16.7 2460088.974 5.149 0.225 18.856 19.699
OGLE-2023-BLG-0505 17:48:55.21 -30:03:43.6 2460161.128 42.56 0.074 17.608 17.831
OGLE-2023-BLG-0506 17:53:11.43 -29:47:31.0 2460091.855 14.83 0.926 18.641 18.641
OGLE-2023-BLG-0507 17:51:53.77 -29:34:32.3 2460092.589 1.378 1.005 17.864 17.864
OGLE-2023-BLG-0508 17:57:46.11 -28:28:54.7 2460113.998 20.73 0.599 18.039 18.672
OGLE-2023-BLG-0509 17:55:10.47 -28:30:48.3 2460102.764 21.46 0.146 18.892 19.386
OGLE-2023-BLG-0510 17:57:23.86 -28:08:31.7 2460097.109 8.054 0.557 19.333 19.333
OGLE-2023-BLG-0511 17:54:48.98 -28:13:02.8 2460083.317 9.424 0.059 19.593 20.072
OGLE-2023-BLG-0512 17:58:30.55 -27:52:14.1 2460090.730 36.44 0.092 19.599 20.570
OGLE-2023-BLG-0513 17:54:29.97 -27:47:20.0 2460131.554 79.83 0.659 18.238 18.238
OGLE-2023-BLG-0514 17:59:15.07 -27:39:15.5 2460083.036 2.913 1.044 17.740 17.740
OGLE-2023-BLG-0515 17:55:35.45 -29:49:34.4 2460106.742 34.42 0.070 18.585 20.131
OGLE-2023-BLG-0516 18:00:29.45 -29:22:46.2 2460098.665 21.69 0.616 20.046 20.046
OGLE-2023-BLG-0517 17:55:13.30 -29:22:28.7 2460105.898 29.28 1.718 16.237 16.237
OGLE-2023-BLG-0518 17:55:58.50 -28:56:37.8 2460155.792 32.78 1.374 16.407 16.407
OGLE-2023-BLG-0519 18:00:00.89 -28:53:15.6 2460089.943 8.312 0.024 18.687 21.513
OGLE-2023-BLG-0520 17:56:58.33 -28:37:33.8 2460097.864 23.79 0.072 18.469 20.160
OGLE-2023-BLG-0521 17:56:40.57 -28:41:16.5 2460091.104 5.513 0.166 19.789 20.982
OGLE-2023-BLG-0522 17:59:48.80 -33:45:36.6 2460083.560 22.32 0.194 18.969 19.786
OGLE-2023-BLG-0523 17:59:05.73 -35:18:24.5 2460118.026 96.61 0.736 18.873 18.873
OGLE-2023-BLG-0524 18:05:14.92 -27:59:14.0 2460086.694 0.310 0.122 18.888 18.888
OGLE-2023-BLG-0525 18:04:33.09 -29:10:17.5 2460088.671 17.54 1.386 18.136 18.136
OGLE-2023-BLG-0526 18:02:31.06 -29:08:38.8 2460095.399 4.747 0.205 19.138 19.138
OGLE-2023-BLG-0527 18:02:31.08 -29:04:01.4 2460088.556 14.58 1.011 18.989 18.989
OGLE-2023-BLG-0528 18:01:55.35 -29:09:10.6 2460085.192 24.68 1.511 18.083 18.083
OGLE-2023-BLG-0529 18:01:19.92 -29:09:29.1 2460088.803 2.569 0.402 19.523 19.523
OGLE-2023-BLG-0530 18:02:57.58 -28:50:37.2 2460090.105 24.22 0.878 19.133 19.133
OGLE-2023-BLG-0531 18:01:42.02 -28:49:11.4 2460087.071 1.232 0.000 18.427 18.427
OGLE-2023-BLG-0532 18:00:00.89 -28:53:15.6 2460090.037 2.077 0.146 19.279 19.279
OGLE-2023-BLG-0533 18:00:00.93 -28:53:16.1 2460090.083 1.401 0.240 18.718 18.718
OGLE-2023-BLG-0534 18:05:02.42 -28:20:42.6 2460085.961 8.262 0.998 18.461 18.461
OGLE-2023-BLG-0535 18:02:11.02 -28:28:57.6 2460080.047 6.287 0.615 19.120 19.120
OGLE-2023-BLG-0536 18:04:33.12 -28:13:46.2 2460079.692 50.76 0.000 19.726 22.614
OGLE-2023-BLG-0537 18:04:12.17 -28:14:48.6 2460061.384 32.45 0.339 18.988 18.988
OGLE-2023-BLG-0538 18:03:33.08 -28:00:43.6 2460080.359 11.71 1.069 18.516 18.516
OGLE-2023-BLG-0539 18:00:39.65 -29:54:28.4 2460105.207 19.27 0.140 15.761 15.913
OGLE-2023-BLG-0540 18:04:27.70 -29:37:39.8 2460091.056 7.939 1.519 15.933 15.933
OGLE-2023-BLG-0541 18:05:41.52 -31:31:06.1 2460125.830 56.03 1.376 16.456 16.456
OGLE-2023-BLG-0542 18:01:05.83 -31:08:16.7 2460085.915 21.54 0.244 18.436 19.168
OGLE-2023-BLG-0543 18:08:28.54 -26:54:39.4 2460072.934 13.03 0.623 18.672 18.672
OGLE-2023-BLG-0544 18:12:59.76 -25:47:39.9 2460089.130 15.09 1.881 14.338 14.338
OGLE-2023-BLG-0545 18:12:23.52 -30:48:24.7 2460116.932 30.99 1.160 17.105 17.105
OGLE-2023-BLG-0546 18:16:36.29 -22:57:59.4 2460081.667 9.619 1.061 17.956 17.956
OGLE-2023-BLG-0547 18:14:23.31 -23:05:01.4 2460068.765 25.85 1.226 16.674 16.674
OGLE-2023-BLG-0548 18:14:16.14 -32:17:11.4 2460084.346 16.99 1.247 16.982 16.982
OGLE-2023-BLG-0549 18:16:26.76 -31:42:14.1 2460087.033 22.83 1.204 18.701 18.701
OGLE-2023-BLG-0550 18:22:46.66 -27:28:42.9 2460122.704 44.44 0.381 17.192 18.217
OGLE-2023-BLG-0551 18:24:55.62 -18:59:12.3 2460110.101 85.76 0.214 19.715 19.715
OGLE-2023-BLG-0552 18:39:01.98 -11:57:04.7 2460108.224 31.77 1.251 15.895 15.895
OGLE-2023-BLG-0553 18:36:42.72 -11:44:19.0 2460090.033 9.777 1.813 17.207 17.207
OGLE-2023-BLG-0554 18:39:36.30 -21:12:18.3 2460082.967 19.43 0.250 19.355 19.355
OGLE-2023-BLG-0555 17:46:36.83 -34:17:08.8 2460088.817 24.03 0.518 19.583 19.583
OGLE-2023-BLG-0556 17:46:38.29 -35:56:16.5 2460077.925 14.40 0.826 18.496 18.496
OGLE-2023-BLG-0557 17:44:56.15 -35:16:29.2 2460092.712 19.49 0.370 20.297 20.297
OGLE-2023-BLG-0558 17:45:37.81 -34:46:56.3 2460082.605 8.458 0.609 18.449 18.449
OGLE-2023-BLG-0559 17:38:13.31 -35:49:19.0 2460098.276 36.53 0.166 18.944 18.944
OGLE-2023-BLG-0560 17:40:04.35 -35:30:46.7 2460105.003 15.63 1.226 16.841 16.841
OGLE-2023-BLG-0561 17:37:43.31 -27:12:38.4 2460087.083 17.11 0.464 16.628 17.776
OGLE-2023-BLG-0562 17:27:11.53 -27:46:34.0 2460083.237 27.90 0.400 20.109 20.109
OGLE-2023-BLG-0563 17:25:21.32 -28:56:57.4 2460094.381 58.48 0.189 20.043 20.272
OGLE-2023-BLG-0564 17:24:35.67 -28:38:36.2 2460112.507 46.06 0.460 19.250 19.250
OGLE-2023-BLG-0565 17:22:55.48 -28:26:08.1 2460075.524 26.48 0.565 20.061 20.061
OGLE-2023-BLG-0566 17:26:33.97 -29:40:18.3 2460122.724 33.32 0.264 17.728 17.869
OGLE-2023-BLG-0567 17:25:07.50 -29:45:35.7 2460093.134 28.15 0.592 19.878 19.878
OGLE-2023-BLG-0568 17:23:58.65 -29:25:11.8 2460075.148 33.59 1.180 18.580 18.580
OGLE-2023-BLG-0569 17:14:25.52 -29:00:40.7 2460115.296 17.69 0.388 17.671 17.671
OGLE-2023-BLG-0570 17:16:09.89 -29:48:22.3 2460093.749 23.95 0.327 19.335 19.335
OGLE-2023-BLG-0571 17:10:38.08 -29:41:00.0 2460098.527 56.75 0.018 19.722 19.901
OGLE-2023-BLG-0572 17:41:12.83 -23:41:30.2 2460135.476 39.61 0.390 16.041 16.412
OGLE-2023-BLG-0573 17:42:40.07 -22:15:33.8 2460087.989 24.48 0.167 18.881 18.881
OGLE-2023-BLG-0574 17:49:24.09 -21:44:52.8 2460096.432 29.89 0.644 19.280 19.280
OGLE-2023-BLG-0575 17:53:46.86 -21:29:00.7 2460092.570 16.47 0.406 19.232 19.232
OGLE-2023-BLG-0576 17:57:52.21 -20:48:13.0 2460086.505 29.09 0.819 18.861 18.861
OGLE-2023-BLG-0577 17:57:12.00 -20:39:35.7 2460096.471 48.64 0.263 20.103 20.103
OGLE-2023-BLG-0578 18:02:51.77 -26:06:24.3 2460082.802 7.850 1.317 16.200 16.200
OGLE-2023-BLG-0579 17:38:26.44 -28:52:24.3 2460083.004 5.475 0.265 18.407 18.407
OGLE-2023-BLG-0580 17:35:30.53 -28:41:41.8 2460080.804 34.53 0.364 20.181 20.181
OGLE-2023-BLG-0581 17:33:40.67 -28:05:29.4 2460093.489 30.73 0.053 19.558 21.431
OGLE-2023-BLG-0582 17:34:23.22 -30:04:04.4 2460109.049 20.56 0.426 17.861 17.861
OGLE-2023-BLG-0583 17:36:10.38 -29:43:29.5 2460087.003 19.32 0.839 18.877 18.877
OGLE-2023-BLG-0584 17:32:56.60 -29:38:44.6 2460128.227 35.42 0.379 18.064 18.218
OGLE-2023-BLG-0585 18:19:56.80 -21:47:42.9 2460086.720 42.73 0.107 19.730 19.730
OGLE-2023-BLG-0586 17:40:53.68 -27:32:41.6 2460092.975 20.35 0.448 19.737 19.737
OGLE-2023-BLG-0587 17:40:13.38 -25:50:49.0 2460091.325 3.623 1.062 18.033 18.033
OGLE-2023-BLG-0588 18:21:36.95 -18:15:00.8 2460107.211 52.20 0.392 16.381 18.378
OGLE-2023-BLG-0589 17:30:52.40 -23:53:47.0 2460099.560 25.89 1.383 14.382 14.382
OGLE-2023-DG-0023 18:44:16.65 -5:48:02.2 2460089.164 24.62 0.119 18.770 19.454
OGLE-2023-GD-0005 16:28:43.76 -44:45:56.2 2460107.271 107.6 0.234 19.217 19.778
OGLE-2023-BLG-0590 17:20:23.28 -29:29:13.6 2460094.354 35.00 0.115 19.544 19.544
OGLE-2023-BLG-0591 17:19:02.09 -29:57:21.5 2460115.242 102.6 0.465 18.885 18.885
OGLE-2023-BLG-0592 17:58:43.19 -29:11:34.8 2460096.152 4.413 1.184 17.896 17.896
OGLE-2023-BLG-0593 18:04:24.46 -28:15:37.0 2460097.425 16.88 0.041 18.972 21.121
OGLE-2023-BLG-0594 18:36:16.50 -23:52:34.9 2460110.748 18.56 0.920 17.068 17.068
OGLE-2023-BLG-0595 17:26:42.62 -28:47:13.6 2460094.188 27.24 0.610 19.916 19.916
OGLE-2023-BLG-0596 17:24:07.75 -30:18:00.6 2460089.046 4.077 0.032 19.691 19.691
OGLE-2023-BLG-0597 17:46:52.37 -23:57:27.2 2460102.734 40.25 0.304 18.189 19.061
OGLE-2023-BLG-0598 17:43:24.08 -24:30:08.4 2460092.489 16.38 0.117 18.169 18.255
OGLE-2023-BLG-0599 17:46:43.18 -25:55:29.5 2460106.527 28.43 0.608 18.893 18.893
OGLE-2023-BLG-0600 17:13:33.95 -32:01:56.8 2460097.437 15.57 0.895 16.207 16.207
OGLE-2023-BLG-0601 17:54:04.99 -29:09:30.4 2460107.166 29.71 1.313 17.937 17.937
OGLE-2023-BLG-0602 17:58:49.60 -29:20:13.3 2460103.708 9.291 0.276 18.146 18.146
OGLE-2023-BLG-0603 17:58:30.93 -28:44:59.9 2460105.037 11.29 0.171 18.386 18.767
OGLE-2023-BLG-0604 17:56:44.25 -30:36:55.1 2460097.454 57.61 0.085 19.557 20.829
OGLE-2023-BLG-0605 17:56:18.63 -30:16:12.0 2460110.832 43.98 0.137 17.947 19.163
OGLE-2023-BLG-0606 18:04:21.84 -27:55:48.5 2460102.406 37.42 0.084 19.197 21.527
OGLE-2023-BLG-0607 18:03:43.16 -27:49:04.3 2460132.092 26.82 1.404 15.841 15.841
OGLE-2023-BLG-0608 18:06:32.97 -29:41:42.1 2460086.681 9.837 1.470 16.297 16.297
OGLE-2023-BLG-0609 18:10:09.95 -29:54:12.7 2460093.317 25.76 0.546 18.688 18.688
OGLE-2023-BLG-0610 17:54:09.86 -30:30:50.8 2460094.127 9.933 1.610 16.022 16.022
OGLE-2023-BLG-0611 17:52:27.02 -30:42:51.1 2460133.389 60.16 0.796 18.064 18.064
OGLE-2023-BLG-0612 18:11:28.73 -25:00:30.6 2460086.647 5.784 0.917 15.682 15.682
OGLE-2023-BLG-0613 17:49:00.34 -36:58:55.5 2460095.182 92.45 0.000 19.506 22.457
OGLE-2023-BLG-0614 17:24:17.04 -28:32:30.1 2460095.502 7.856 0.217 19.768 19.768
OGLE-2023-BLG-0615 17:33:16.53 -23:34:35.3 2460102.909 17.81 0.292 19.099 19.449
OGLE-2023-BLG-0616 17:39:25.04 -26:07:07.8 2460114.029 17.77 0.903 16.230 16.230
OGLE-2023-BLG-0617 17:34:52.35 -28:51:20.2 2460113.002 17.25 0.055 17.799 17.799
OGLE-2023-BLG-0618 17:38:37.23 -28:48:26.7 2460100.617 16.49 0.263 19.599 19.599
OGLE-2023-DG-0024 18:42:57.54 -9:54:39.3 2460195.431 97.15 0.253 16.816 17.736
OGLE-2023-BLG-0619 17:51:48.50 -33:33:03.3 2460104.862 18.33 0.014 17.727 17.727
OGLE-2023-BLG-0620 17:56:16.97 -31:54:53.5 2460090.227 11.58 0.357 19.315 19.315
OGLE-2023-BLG-0621 17:57:42.69 -34:12:43.6 2460104.439 16.20 0.853 17.005 17.005
OGLE-2023-BLG-0622 18:04:57.76 -28:06:06.2 2460112.517 21.79 1.637 17.706 17.706
OGLE-2023-BLG-0623 18:04:00.66 -28:11:02.6 2460110.640 27.11 0.328 17.842 20.349
OGLE-2023-BLG-0624 18:01:30.92 -32:40:19.8 2460090.460 41.09 0.781 18.991 18.991
OGLE-2023-BLG-0625 18:13:46.90 -26:12:11.9 2460096.710 29.53 0.616 18.865 18.865
OGLE-2023-BLG-0626 18:14:10.82 -25:55:19.5 2460106.447 23.81 1.132 17.267 17.267
OGLE-2023-BLG-0627 17:49:56.46 -30:35:23.4 2460097.620 41.76 1.136 18.406 18.406
OGLE-2023-BLG-0628 18:22:29.72 -26:36:28.8 2460092.928 36.21 1.092 17.818 17.818
OGLE-2023-BLG-0629 18:33:35.05 -20:56:58.9 2460092.174 26.72 0.427 19.197 19.197
OGLE-2023-BLG-0630 18:36:42.41 -25:24:03.3 2460080.310 42.54 0.696 19.283 19.283
OGLE-2023-BLG-0631 18:33:07.41 -14:41:49.2 2460091.684 58.79 0.487 19.131 19.131
OGLE-2023-BLG-0632 18:36:30.83 -18:09:29.7 2460153.775 113.1 0.573 18.925 18.925
OGLE-2023-BLG-0633 17:27:33.05 -29:21:25.5 2460087.307 12.85 0.804 17.071 17.071
OGLE-2023-BLG-0634 17:46:12.45 -21:00:50.2 2460192.774 85.34 0.229 16.723 16.723
OGLE-2023-BLG-0635 17:54:31.73 -30:01:38.6 2460127.079 27.88 1.670 14.841 14.841
OGLE-2023-BLG-0636 17:56:35.87 -28:10:40.4 2460099.822 8.445 1.012 19.126 19.126
OGLE-2023-BLG-0637 17:56:29.58 -28:02:20.3 2460099.841 8.132 0.759 19.052 19.052
OGLE-2023-BLG-0638 17:55:01.99 -32:46:50.0 2460092.976 8.182 1.015 15.864 15.864
OGLE-2023-BLG-0639 18:04:21.86 -27:55:48.1 2460102.635 23.49 0.152 19.934 21.102
OGLE-2023-BLG-0640 18:02:59.30 -27:43:28.7 2460096.120 1.797 0.994 18.851 18.851
OGLE-2023-BLG-0641 18:01:12.63 -27:22:05.4 2460102.881 11.19 1.120 18.697 18.697
OGLE-2023-BLG-0642 18:01:11.15 -27:18:53.6 2460098.250 3.534 0.087 18.482 19.501
OGLE-2023-BLG-0643 18:20:49.42 -23:30:46.1 2460100.452 72.07 0.089 20.251 21.234
OGLE-2023-BLG-0644 18:17:20.63 -23:58:10.0 2460093.737 2.797 0.613 17.926 17.926
OGLE-2023-BLG-0645 18:17:25.08 -27:00:38.6 2460097.510 20.47 1.702 16.752 16.752
OGLE-2023-BLG-0646 18:17:47.12 -26:29:40.4 2460083.974 13.48 0.450 18.425 18.425
OGLE-2023-BLG-0647 17:45:05.15 -35:05:30.2 2460104.330 66.72 0.109 17.577 20.431
OGLE-2023-BLG-0648 17:27:05.38 -29:26:05.4 2460112.224 23.98 1.305 16.694 16.694
OGLE-2023-BLG-0649 17:49:19.14 -21:25:51.0 2460083.576 39.50 0.455 19.899 19.899
OGLE-2023-BLG-0650 17:50:20.46 -22:47:32.1 2460098.812 21.21 0.038 19.677 19.839
OGLE-2023-BLG-0651 17:40:14.59 -37:42:39.7 2460092.841 32.51 1.680 16.711 16.711
OGLE-2023-BLG-0652 17:40:10.45 -37:34:48.2 2460130.315 30.89 0.497 17.566 17.566
OGLE-2023-DG-0025 18:46:45.97 -9:12:27.1 2460145.073 108.4 1.821 16.025 16.025
OGLE-2023-BLG-0653 17:52:03.29 -34:59:16.1 2460105.666 38.09 1.089 18.375 18.375
OGLE-2023-BLG-0654 17:56:44.93 -29:41:00.5 2460129.663 17.43 0.589 15.985 15.985
OGLE-2023-BLG-0655 17:58:15.97 -35:05:52.9 2460112.461 20.40 0.400 18.726 18.726
OGLE-2023-BLG-0656 18:09:03.13 -27:08:20.4 2460163.774 89.65 0.312 18.305 18.765
OGLE-2023-BLG-0657 18:07:09.46 -27:12:23.5 2460104.195 146.3 0.197 18.808 20.346
OGLE-2023-BLG-0658 18:08:44.57 -26:33:53.9 2460080.680 29.51 0.655 19.127 19.127
OGLE-2023-BLG-0659 18:20:04.94 -25:22:10.3 2460100.156 12.91 0.394 18.698 18.698
OGLE-2023-BLG-0660 17:53:53.00 -32:27:56.8 2460096.282 17.85 0.084 18.872 18.970
OGLE-2023-BLG-0661 17:53:23.94 -32:35:04.0 2460102.835 9.001 1.401 16.349 16.349
OGLE-2023-BLG-0662 17:51:40.28 -31:43:55.9 2460096.286 22.21 1.180 17.783 17.783
OGLE-2023-BLG-0663 18:14:32.57 -24:46:23.1 2460099.843 13.17 0.701 19.195 19.195
OGLE-2023-BLG-0664 17:45:00.52 -38:20:33.7 2460219.796 173.5 1.119 18.467 18.467
OGLE-2023-BLG-0665 17:42:01.29 -34:56:35.0 2460239.887 87.05 0.252 16.709 16.883
OGLE-2023-BLG-0666 17:44:56.55 -23:43:44.8 2460092.759 18.37 0.941 18.283 18.283
OGLE-2023-BLG-0667 17:47:11.49 -24:54:38.4 2460144.142 240.3 0.071 18.543 20.968
OGLE-2023-BLG-0668 17:38:37.22 -28:48:26.7 2460100.676 15.93 0.319 19.437 19.437
OGLE-2023-BLG-0669 17:40:48.74 -27:56:36.8 2460162.511 565.3 0.069 20.388 21.979
OGLE-2023-BLG-0670 16:59:10.04 -30:53:20.6 2460234.509 174.2 2.000 15.484 15.484
OGLE-2023-BLG-0671 17:03:31.32 -30:25:00.2 2460113.990 51.04 0.670 18.308 18.308
OGLE-2023-BLG-0672 17:32:18.13 -22:57:56.5 2460119.216 74.09 0.136 19.522 20.237
OGLE-2023-DG-0026 18:44:43.78 -6:12:28.6 2460121.078 61.49 1.811 15.412 15.412
OGLE-2023-BLG-0673 17:58:13.15 -21:11:13.1 2460112.815 34.47 0.675 18.816 18.816
OGLE-2023-BLG-0674 18:18:12.54 -29:59:50.7 2460102.011 33.09 0.223 20.307 20.307
OGLE-2023-BLG-0675 17:54:55.28 -28:48:57.9 2460106.375 8.982 0.389 20.395 20.395
OGLE-2023-BLG-0676 17:54:35.10 -28:50:28.8 2460102.016 12.23 0.553 19.387 19.387
OGLE-2023-BLG-0677 17:52:47.83 -28:52:30.5 2460105.401 1.457 0.337 19.407 19.407
OGLE-2023-BLG-0678 17:55:20.21 -29:43:02.8 2460162.715 99.12 0.333 18.026 19.569
OGLE-2023-BLG-0679 17:56:05.25 -29:21:39.9 2460126.253 16.01 0.723 17.525 17.525
OGLE-2023-BLG-0680 17:59:33.32 -29:04:05.7 2460112.272 12.45 0.251 19.637 19.637
OGLE-2023-BLG-0681 17:59:34.11 -28:44:36.4 2460143.625 40.82 0.138 19.060 19.060
OGLE-2023-BLG-0682 17:55:15.16 -28:36:43.1 2460107.011 7.547 0.033 19.553 19.900
OGLE-2023-BLG-0683 18:04:24.45 -27:19:36.5 2460105.876 17.84 0.032 19.210 20.703
OGLE-2023-BLG-0684 18:01:06.31 -28:32:53.8 2460145.499 32.04 1.357 16.247 16.247
OGLE-2023-BLG-0685 18:23:50.84 -23:39:06.5 2460159.997 44.56 0.438 16.131 16.299
OGLE-2023-BLG-0686 18:23:01.32 -30:19:17.4 2460106.029 74.76 0.091 18.916 20.573
OGLE-2023-BLG-0687 17:30:25.89 -28:35:08.2 2460114.362 91.33 0.112 20.048 21.436
OGLE-2023-BLG-0688 17:53:13.26 -20:43:48.8 2460100.458 5.052 0.223 18.175 18.175
OGLE-2023-BLG-0689 17:32:17.88 -29:59:47.9 2460131.588 32.56 0.330 18.635 18.878
